,date_of_sale,address,location,livingarea,rooms,plotarea,closingprice
0,2017-11-23,Sjöhåla 580,"Kovikshamn, Kungälvs kommun",181,5,1068.0,3100000
1,2017-11-18,Galeasgatan 15,"Kungälv, Kungälvs kommun",167,5,610.0,3850000
2,2017-11-17,Västerhöjdsvägen 36,"Kärna, Kungälvs kommun",107,5,258.0,4000000
3,2017-11-16,Gråstensvägen 19,"Kode Halltorp, Kungälvs kommun",94,5,1197.0,3200000
4,2017-11-16,Hägnan 135,"KAREBY, Kungälvs kommun",235,6,104335.0,8800000
5,2017-11-15,Rishammarvägen 17,"Kareby, Kungälvs kommun",200,6,1142.0,4375000
6,2017-11-10,Nygatan 14,"Marstrand - Koön, Kungälvs kommun",247,6,677.0,10800000
7,2017-11-05,Granndalen 7,"Lycke, Kungälvs kommun",50,2,1465.0,1875000
8,2017-11-01,Skårby 670,"Kareby, Kungälvs kommun",143,6,4813.0,3000000
9,2017-11-01,Kodevägen 3,"KODE, Kungälvs kommun",200,7,2025.0,4300000
10,2017-10-31,Matskärsvägen 12A,"Lycke, Kungälvs kommun",145,6,249.0,4500000
11,2017-10-31,Årsnäs 290,"Årsnäs, Kungälvs kommun",167,5,2558.0,4950000
12,2017-10-27,Staby 350,"Kärna, Kungälvs kommun",190,4,911.0,2425000
13,2017-10-27,Vråstigen 6,"Överön / Vråkärr, Kungälvs kommun",100,3,1453.0,2475000
14,2017-10-26,Bergkristallvägen 23,"Kode, Kungälvs kommun",130,5,504.0,4780000
15,2017-10-23,Östra Gatan 9,"Centrum, Kungälvs kommun",407,10,359.0,7900000
16,2017-10-21,Kållen 160,"Norrmannebo, Kungälvs kommun",88,4,1819.0,1650000
17,2017-10-20,Fredkullagatan 8,"Komarken, Kungälvs kommun",275,6,741.0,7160000
18,2017-10-20,Jakobsvägen 7,"Kode, Kungälvs kommun",188,3,1324.0,5475000
19,2017-10-16,Mjölnarvägen 13,"Diseröd, Kungälvs kommun",217,7,899.0,3965000
20,2017-10-13,Klövergången 15,"Centrum, Kungälvs kommun",125,4,401.0,4150000
21,2017-10-13,Kulperödsvägen 5A,"Gullbringa, Kungälvs kommun",120,5,450.0,2495000
22,2017-10-13,Stora Ryr 130,"Lycke, Kungälvs kommun",100,5,2270.0,1600000
23,2017-10-12,Röd 140,"Kareby, Kungälvs kommun",133,4,2052.0,3400000
24,2017-10-12,Smaragdvägen 48,"Kode, Kungälvs kommun",133,5,368.0,3700000
25,2017-10-10,Ulvesund 405,"Ytterby - Ulvesund, Kungälvs kommun",72,3,681.0,2670000
26,2017-10-09,Åsebyberg 853,"Åseby, Kungälvs kommun",137,5,1462.0,4150000
27,2017-10-06,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",87,5,1085.0,3700000
28,2017-10-05,Kärnavägen 4,"Kärna, Kungälvs kommun",200,7,860.0,4100000
29,2017-10-05,Enekullsvägen 28,"Enekullen, Kungälvs kommun",143,4,789.0,4100000
30,2017-10-03,Skårshöjd 8,"Kärna, Kungälvs kommun",160,5,900.0,2700000
31,2017-10-02,Lundby 280,"Kareby 1, Kungälvs kommun",85,4,2056.0,3250000
32,2017-09-29,Rosenstensvägen 3,"Kode, Kungälvs kommun",143,6,458.0,4000000
33,2017-09-25,Bräcke 330,"Kärna, Kungälvs kommun",86,4,1188.0,2800000
34,2017-09-22,Ulvesund 419,"Kungälv - Ulvesund, Kungälvs kommun",65,2,688.0,2710000
35,2017-09-21,Bergåsvägen 23,"Ytterby, Kungälvs kommun",168,5,1267.0,4575000
36,2017-09-20,Vävra 710,"Hålta, Kungälvs kommun",200,5,4794.0,3650000
37,2017-09-20,Trätäljagatan 2,"Iskällan, Kungälvs kommun",294,9,937.0,5875000
38,2017-09-14,Håkons gata 6,"Iskällan, Kungälvs kommun",117,4,960.0,4950000
39,2017-09-10,Torp 340,"Kareby, Kungälvs kommun",227,6,21023.0,4325000
40,2017-09-08,Västra Åkerhögsvägen 17,"Kärna, Kungälvs kommun",175,6,1824.0,4575000
41,2017-09-07,Rävo 170,"Hålta, Kungälvs kommun",225,5,4627.0,7150000
42,2017-09-07,Törnrosgatan 5,"Ytterby Tornhaga, Kungälvs kommun",195,6,1075.0,4555000
43,2017-09-05,Snäckliden 13,"Sundhammar, Kungälvs kommun",81,4,1590.0,2800000
44,2017-09-01,Bergåsvägen 16e,"Kungälv - Ytterby, Kungälvs kommun",100,4,602.0,4820000
45,2017-08-31,Sjöhåla 170,"KÄRNA, Kungälvs kommun",196,5,2035.0,3550000
46,2017-08-30,Duvesjön 308,"Romelanda, Kungälvs kommun",121,4,916.0,3295000
47,2017-08-29,Hermelingatan 11,"Olseröd, Kungälvs kommun",126,5,548.0,5300000
48,2017-08-28,Flädervägen 14,"Bohuslän, Kungälvs kommun",105,5,476.0,3450000
49,2017-08-24,Solberga 900,"Kode, Kungälvs kommun",123,4,1107.0,2500000
50,2016-10-08,Solvagnsgatan 28,"Ytterby - Stället, Kungälvs kommun",176,6,441.0,4725000
51,2016-10-07,Kärrhed 240,"Kärna, Kungälvs kommun",48,2,2760.0,2100000
52,2016-10-05,Sköldgatan 5,"Ytterby Stället, Kungälvs kommun",145,5,437.0,4400000
53,2016-09-30,Signehög 210,"Kungälv - Romelanda, Kungälvs kommun",142,6,945.0,3100000
54,2016-09-29,Hallsbrovägen 3,"Kärna, Kungälvs kommun",60,2,1801.0,1150000
55,2016-09-29,Lökebergsvägen 41,"Lökeberg, Kungälvs kommun",50,2,1511.0,2550000
56,2016-09-29,Domsvägen 3,"Ytterby, Kungälvs kommun",256,6,921.0,4850000
57,2016-09-25,Plogvägen 180,"Kungälv, Kungälvs kommun",106,5,338.0,4300000
58,2016-09-23,Bärtas väg 13,"Ödsmålsmosse, Kungälvs kommun",75,3,1418.0,3250000
59,2016-09-23,Onyxvägen 19,"Kode, Kungälvs kommun",155,7,557.0,4750000
60,2016-09-17,Lingonvägen 38,"Centralt, Kungälvs kommun",127,5,428.0,4560000
61,2016-09-14,Djupuddsvägen 20,"Marstrand - Instön, Kungälvs kommun",112,3,1438.0,3500000
62,2016-09-13,Kastellegårdsgatan 47,"KUNGÄLV, Kungälvs kommun",166,4,938.0,3425000
63,2016-09-10,Rosenstensvägen 41,"Kode, Kungälvs kommun",166,4,193.0,2800000
64,2016-09-09,Annas väg 25,"Kovikshamn, Kungälvs kommun",84,3,1026.0,2730000
65,2016-09-02,Knaverstad-Ryr 580,"Aröd, Kungälvs kommun",162,6,1012.0,2840000
66,2016-09-01,Solrosvägen 12,"Kärna, Kungälvs kommun",231,8,818.0,3325000
67,2016-08-30,Bergåsvägen 16 C-D,"Ytterby, Kungälvs kommun",180,6,600.0,4700000
68,2016-08-28,Åkerhög 310,"Vedhall - Åkerhög, Kungälvs kommun",65,3,1500.0,2050000
69,2016-08-26,Skårby Mosse 870,"Bohuslän, Kungälvs kommun",197,5,3073.0,4000000
70,2016-08-25,Rörtången 126,"Rörtången, Kungälvs kommun",190,5,1638.0,8700000
71,2016-08-24,Sjöhåla Strandväg 14,"Kovikshamn, Kungälvs kommun",164,4,1075.0,5700000
72,2016-08-20,Tegskiftegatan 20,"YTTERBY, Kungälvs kommun",204,5,969.0,3550000
73,2016-08-18,Bärtas väg 23,"Ödsmålsmosse, Kungälvs kommun",71,3,1380.0,3025000
74,2016-08-15,Långgatan 8,"Marstrandsön, Kungälvs kommun",294,11,318.0,11250000
75,2016-08-14,Instölid 40,"Marstrand-Instön, Kungälvs kommun",70,4,1010.0,3500000
76,2016-08-12,Åsebyberg 847,"KODE, Kungälvs kommun",135,4,1163.0,3300000
77,2016-08-08,Bremnäs 305,"LYCKE, Kungälvs kommun",115,4,1979.0,4000000
78,2016-07-28,Tröskvägen 256,"Ullstorp, Kungälvs kommun",158,6,440.0,5355000
79,2016-07-27,Östra röd 248,"HARESTAD, Kungälvs kommun",158,6,2006.0,4200000
80,2016-07-25,Stenstavägen 21,"Tjuvkil, Kungälvs kommun",198,6,1223.0,6000000
81,2016-07-20,Rombacka 180,"Kareby, Kungälvs kommun",60,2,2031.0,1075000
82,2016-07-18,Vedbackavägen 4 A + B,"Rödbo, Kungälvs kommun",296,7,1046.0,2900000
83,2016-07-15,Lefstad 110,"Kärna, Kungälvs kommun",182,8,2630.0,2600000
84,2016-07-15,Gunneröd 290,"Lycke, Kungälvs kommun",171,4,2125.0,2300000
85,2016-07-13,Duvesjön 228,"Duvesjön, Kungälvs kommun",158,5,1150.0,3400000
86,2016-07-11,Violgatan 7,"Ytterby, Kungälvs kommun",175,7,588.0,4200000
87,2016-07-10,Instölid 65,"Marstrand-Instön, Kungälvs kommun",60,4,1012.0,3320000
88,2016-07-08,Rörtången 103,"Rörtången, Kungälvs kommun",224,5,1015.0,7250000
89,2016-07-06,Nereby 360,"Kärna - Harestad, Kungälvs kommun",160,6,1149.0,3100000
90,2016-07-06,Skår 260,"Romelanda Skår, Kungälvs kommun",31,2,785.0,250000
91,2016-07-05,Mariebergsvägen 130,"Östra Kungälv - Marieberg, Kungälvs kommun",271,10,2100.0,5520000
92,2016-07-05,Lerlycke 240,"Lerlycke - Kärna, Kungälvs kommun",173,3,12665.0,4420000
93,2016-07-04,Rörtången 295,"Kode, Kungälvs kommun",105,4,1795.0,5275000
94,2016-07-04,Dannemarksgatan 45,"Tega, Kungälvs kommun",140,5,1072.0,4850000
95,2016-07-04,Krokens Väg 11,"Tjuvkil, Kungälvs kommun",148,6,1155.0,6000000
96,2016-07-01,Briljantvägen 9,"KODE, Kungälvs kommun",125,5,350.0,3200000
97,2016-06-28,Rörmossevägen 180,"Rörmossen, Kungälvs kommun",245,6,1827.0,3725000
98,2016-06-26,Hammar 565,"Skäggstorp, Kungälvs kommun",160,4,2210.0,3000000
99,2016-06-22,Byvägen 33,"Kode Ödsmål, Kungälvs kommun",58,3,1871.0,2625000
100,2021-04-20,Gulskärsvägen 21,"Tjuvkil, Kungälvs kommun",163,6,1512.0,7400000
101,2021-04-20,Mårdgatan 4,"Olseröd, Kungälvs kommun",169,5,1122.0,7150000
102,2021-04-19,Lilla Fjellsholmen 22,"Lilla Fjellsholmen, Kungälvs kommun",169,5,406.0,8900000
103,2021-04-16,Lindvägen 8,"Ytterby, Kungälvs kommun",316,7,1330.0,7700000
104,2021-04-16,Stenåldersgatan 41,"Ytterby, Kungälvs kommun",120,5,404.0,5350000
105,2021-04-16,Harkvägen 335,"Ullstorp, Kungälvs kommun",131,4,,4610000
106,2021-04-15,Prästvägen 296,"Kareby, Kungälvs kommun",187,6,1434.0,8100000
107,2021-04-15,Duvesjön 228,"Diseröd, Kungälvs kommun",158,5,1150.0,4925000
108,2021-04-15,Kuskalundsvägen 11,"Hålta, Kungälvs kommun",159,3,1227.0,4025000
109,2021-04-14,Ulvesund 412,"Ulvesund, Kungälvs kommun",115,4,806.0,4750000
110,2021-04-13,Mantalsgatan 15,"Tega, Kungälvs kommun",110,4,986.0,3725000
111,2021-04-13,Klintegatan 7,"Kungälv - Centrum, Kungälvs kommun",255,5,798.0,7750000
112,2021-04-12,Duvesjön 205,"Diseröd, Kungälvs kommun",126,4,1062.0,4700000
113,2021-04-08,Nygatan 6,"Marstrand - Koön, Kungälvs kommun",90,4,376.0,7500000
114,2021-04-08,Prästvägen 170,"Kareby, Kungälvs kommun",235,7,2868.0,3770000
115,2021-04-04,Hammarberg 825,"Kode, Kungälvs kommun",139,5,3030.0,4350000
116,2021-04-02,Duvesjön 420,"Bohuslän, Kungälvs kommun",137,5,834.0,5400000
117,2021-04-01,Rönnvägen 11,"Diseröd, Kungälvs kommun",208,6,849.0,3465000
118,2021-04-01,Toreby mosse 570,"Ytterby, Kungälvs kommun",190,8,1375.0,2980000
119,2021-04-01,Häljeröd 106,"Diseröd, Kungälvs kommun",210,8,1734.0,3700000
120,2021-03-26,Domsvägen 7B,"Centralt Ytterby, Kungälvs kommun",221,6,600.0,5500000
121,2021-03-25,Grandalen 110,"Duvesjön, Kungälvs kommun",65,2,1121.0,2375000
122,2021-03-25,Kroken 142,"Harestad, Kungälvs kommun",65,2,1175.0,3900000
123,2021-03-23,Ekvägen 2,"Ytterby, Kungälvs kommun",237,7,769.0,7700000
124,2021-03-22,Råckeröd 140,"Kärna, Kungälvs kommun",86,3,2269.0,3800000
125,2021-03-19,Nätstigen 7,"Centralt, Kungälvs kommun",120,4,299.0,3900000
126,2021-03-18,Hallbjörtorp 492,"Kärna, Kungälvs kommun",112,3,1499.0,3900000
127,2021-03-18,Dösebacka 130,"Diseröd, Kungälvs kommun",164,6,4859.0,5350000
128,2021-03-17,Åsgatan 17A,"Centrum, Kungälvs kommun",128,4,903.0,5620000
129,2021-03-17,Tvetgatan 263,"Tveten, Kungälvs kommun",150,6,138.0,3850000
130,2021-03-16,Olserödsgatan 86,"Kungälv - Olseröd, Kungälvs kommun",104,5,288.0,4050000
131,2021-03-16,Tjuvkil 450,"Tjuvkil, Kungälvs kommun",355,8,1434.0,3120000
132,2021-03-16,Rondan 19,"Rörtången / Ödsmålsmosse, Kungälvs kommun",120,4,1927.0,4400000
133,2021-03-16,Åsebyberg 960,"Kode, Kungälvs kommun",173,5,1038.0,3850000
134,2021-03-16,Ulvegärdegatan 15,"Ulvegärde, Kungälvs kommun",236,7,1438.0,6100000
135,2021-03-15,Solhultsgatan 27,"Komarken, Kungälvs kommun",100,4,560.0,3315000
136,2021-03-12,Flateby 480,"Harestad, Kungälvs kommun",75,3,1194.0,1600000
137,2021-03-11,Björkebacka 114,"Kareby, Kungälvs kommun",104,5,996.0,5100000
138,2021-03-10,Älvängen 130,"Harestad, Kungälvs kommun",388,10,1180.0,5250000
139,2021-03-03,Tegskiftegatan 46,"Ytterby, Kungälvs kommun",238,8,865.0,6850000
140,2021-03-02,Sjöhåla strandväg 12,"Kärna, Kungälvs kommun",99,4,1441.0,4350000
141,2021-02-27,Skardet 120,"Kode, Kungälvs kommun",141,6,2086.0,5300000
142,2021-02-27,Granliden 11,"Vedhall, Kungälvs kommun",141,6,578.0,9200000
143,2021-02-25,Önneröd 220,"Kärna, Kungälvs kommun",112,4,25370.0,3000000
144,2021-02-24,Duvesjön 232,"Duvesjön, Kungälvs kommun",122,5,1076.0,4725000
145,2021-02-22,Annas väg 4,"Kärna, Kungälvs kommun",109,4,1158.0,3700000
146,2021-02-18,Madängsgatan 13,"Centrum, Kungälvs kommun",172,7,740.0,5750000
147,2021-02-15,Bokvägen 12,"Fontin, Kungälvs kommun",210,6,635.0,7400000
148,2021-02-12,Tullaregatan 3,"Marstrandsön, Kungälvs kommun",160,5,333.0,15800000
149,2021-02-11,Ulvegärdegatan 15B,"Ulvegärde, Kungälvs kommun",80,4,914.0,3700000
150,2022-01-26,Häroldsgatan 5,"Centrum, Kungälvs kommun",141,7,799.0,5700000
151,2022-01-25,Långåkersgatan 6,"Centralt, Kungälvs kommun",176,5,733.0,7000000
152,2022-01-24,Västerhöjdsvägen 111,"Kärna, Kungälvs kommun",103,5,423.0,2500000
153,2022-01-22,Valtersäng 11,"Trankärr, Kungälvs kommun",162,4,808.0,6150000
154,2022-01-21,Skvaltvägen 3,"Diseröd, Kungälvs kommun",325,8,1352.0,5975000
155,2022-01-19,Trätäljagatan 7,"Iskällan, Kungälvs kommun",284,7,1037.0,7550000
156,2022-01-18,Snäckvägen 16,"Rörtången/ödsmålsmosse, Kungälvs kommun",62,2,1801.0,3144000
157,2022-01-18,Hemvägen 21,"Diseröd, Kungälvs kommun",140,4,384.0,4050000
158,2022-01-11,Ödsmål 540,"Rörtången, Kungälvs kommun",96,4,916.0,3850000
159,2022-01-08,Lagvägen 17,"Ytterby, Kungälvs kommun",164,5,597.0,5850000
160,2022-01-07,Mariebergsliden 5,"Öster, Kungälvs kommun",368,7,589.0,10000000
161,2021-12-30,Älvängen 180,"Harestad, Kungälvs kommun",133,4,1631.0,4150000
162,2021-12-22,Mossvägen 24,"Hålta, Kungälvs kommun",72,3,1068.0,3500000
163,2021-12-21,Galeasgatan 6,"Komarken, Kungälvs kommun",100,3,296.0,4000000
164,2021-12-14,Stenåldersgatan 50,"Stället, Kungälvs kommun",110,5,221.0,4900000
165,2021-12-09,Munkegärdegatan  310,"Munkegärde, Kungälvs kommun",146,6,622.0,6110000
166,2021-12-08,Stora Ryr 310,"Tjuvkil/ Lycke, Kungälvs kommun",161,5,1239.0,3695000
167,2021-12-07,Mårdgatan 11,"Klöverbacken - Olseröd, Kungälvs kommun",178,5,367.0,6310000
168,2021-12-06,Ulvebackegatan 3,"Ulvegärde, Kungälvs kommun",173,4,927.0,4600000
169,2021-12-03,Plogvägen 187,"Ullstorp, Kungälvs kommun",128,5,406.0,5600000
170,2021-12-03,Galärgatan 1,"Centralt vid älven, Kungälvs kommun",108,4,762.0,3900000
171,2021-12-01,Korpedalsvägen 13,"Aröd/Timmervik, Kungälvs kommun",87,2,1179.0,2850000
172,2021-11-30,Grindstolpen 21,"Ytterby, Kungälvs kommun",77,3,,3950000
173,2021-11-29,Hanekullen 200,"Kareby, Kungälvs kommun",114,4,1673.0,4200000
174,2021-11-28,Fontinvägen 13,"Bohuslän, Kungälvs kommun",230,4,1167.0,6960500
175,2021-11-26,Kyrkeby 300,"Harestad, Kungälvs kommun",231,6,1402.0,4170000
176,2021-11-25,Parkgatan 21,"Marstrand - Koön, Kungälvs kommun",189,7,592.0,6100000
177,2021-11-25,Bäckgatan 38,"Centrum, Kungälvs kommun",168,7,607.0,6670000
178,2021-11-23,Bärtas väg 7,"Kode, Kungälvs kommun",53,2,1792.0,2950000
179,2021-11-18,Lundby 380,"Kareby, Kungälvs kommun",53,2,1818.0,5200000
180,2021-11-17,Nygatan 36,"Marstrand, Kungälvs kommun",148,4,146.0,5900000
181,2021-11-17,Hammarberg 840,"Kode, Kungälvs kommun",96,3,1893.0,3420000
182,2021-11-16,Duvesjön 360,"Duvesjön, Kungälvs kommun",115,4,968.0,4600000
183,2021-11-15,Vallgatan 3,"Kungälv - Centralt, Kungälvs kommun",126,5,495.0,5800000
184,2021-11-12,Vallby 210,"Kode, Kungälvs kommun",70,3,1260.0,2550000
185,2021-11-12,Dotorp 470,"Kärna, Kungälvs kommun",127,4,18448.0,6495000
186,2021-11-11,Prästvägen,"Bohuslän, Kungälvs kommun",127,4,24755.0,1725000
187,2021-11-10,Bremnäs 400,"Lycke, Kungälvs kommun",130,4,2562.0,5800000
188,2021-11-10,Hammarhöjden 680,"Kode, Kungälvs kommun",100,5,1059.0,3650000
189,2021-11-05,Stenhålt 124,"Romelanda, Kungälvs kommun",163,7,1668.0,5600000
190,2021-11-04,Veneröd 430,"Hålta, Kungälvs kommun",92,4,1376.0,3825000
191,2021-11-04,Poppelvägen 1,"Diseröd, Kungälvs kommun",138,5,788.0,4300000
192,2021-11-03,Hammarhöjden 695,"Kode, Kungälvs kommun",92,3,1053.0,3600000
193,2021-11-03,Grindklykan 7,"Grinden, Kungälvs kommun",121,4,392.0,5095000
194,2021-10-30,Oxelvägen 24,"Diseröd, Kungälvs kommun",139,6,404.0,4000000
195,2021-10-30,Granliden 9,"Vedhall, Kungälvs kommun",206,5,678.0,9550000
196,2021-10-29,Dalen 150,"Kärna, Kungälvs kommun",154,6,1052.0,5065000
197,2021-10-28,Östra gatan 43,"Bohuslän, Kungälvs kommun",165,5,14036.0,5600000
198,2021-10-27,Hamngatan 1,"Centralt vid älven, Kungälvs kommun",219,6,617.0,6010000
199,2021-10-26,Kaprifolvägen 6,"Kärna, Kungälvs kommun",128,5,524.0,4800000
200,2022-04-24,Staby 375,"Kärna, Kungälvs kommun",129,6,1558.0,5400000
201,2022-04-24,Granvägen 7,"Ytterby, Kungälvs kommun",154,4,623.0,5300000
202,2022-04-22,Årsnäs 460,"Kungälv - Årsnäs, Kungälvs kommun",40,3,2393.0,3600000
203,2022-04-16,Trankärr 223,"Trankärr, Kungälvs kommun",40,3,958.0,5850000
204,2022-04-14,Marieberg 210,"Kungälv, Kungälvs kommun",154,5,3245.0,3150000
205,2022-04-14,Dotorp 260,"Kungälv - Kärna, Kungälvs kommun",171,6,2003.0,4775000
206,2022-04-13,Högalidsgatan 12,"Centralt vid älven, Kungälvs kommun",211,7,816.0,6450000
207,2022-04-13,Kodevägen 15,"Kode, Kungälvs kommun",270,6,1301.0,4525000
208,2022-04-13,Kungälvsvägen 27,"Grinden, Kungälvs kommun",133,6,243.0,4950000
209,2022-04-13,Onyxvägen 1,"Kode, Kungälvs kommun",155,7,818.0,4400000
210,2022-04-04,Kärnavägen 7,"Kärna, Kungälvs kommun",230,7,786.0,3995000
211,2022-04-03,Åsebyberg 735,"Kode, Kungälvs kommun",179,5,1362.0,6200000
212,2022-03-30,Lagvägen 4,"Ytterby, Kungälvs kommun",149,5,816.0,5630000
213,2022-03-30,Marielundsvägen 12,"Koön, Kungälvs kommun",74,3,854.0,5400000
214,2022-03-30,Gräsgången 5,"Kungälv, Kungälvs kommun",121,4,343.0,4600000
215,2022-03-30,Åsebyberg 883,"Åsebyberg, Kungälvs kommun",96,4,,4630000
216,2022-03-25,Åsebyberg 755,"Kode, Kungälvs kommun",115,3,961.0,3900000
217,2022-03-25,Västra Strandgatan 3,"Centralt vid älven, Kungälvs kommun",172,5,650.0,6000000
218,2022-03-17,Matskärsvägen 6,"Tjuvkil, Kungälvs kommun",174,7,521.0,6300000
219,2022-03-16,Prejelvägen 103,"Ullstorp, Kungälvs kommun",106,4,372.0,5380000
220,2022-03-15,Vävra 425,"Tjuvkil/ Lycke, Kungälvs kommun",165,50,1193.0,7650000
221,2022-03-15,Briljantvägen 30,"Kode, Kungälvs kommun",143,5,520.0,5400000
222,2022-03-15,Hallsbergsvägen 12,"Kode, Kungälvs kommun",165,6,1639.0,5800000
223,2022-03-11,Rönnvägen 22,"Romelanda, Kungälvs kommun",178,6,823.0,5000000
224,2022-03-10,Galärgatan 8,"Centrum, Kungälvs kommun",181,5,655.0,4700000
225,2022-03-10,Bergkristallvägen 3,"Kode, Kungälvs kommun",134,5,527.0,5460000
226,2022-03-10,Storskiftegatan 17,"Övre Tega, Kungälvs kommun",111,4,165.0,4600000
227,2022-03-09,Dammen 135,"Kode, Kungälvs kommun",110,4,4698.0,3200000
228,2022-03-09,Rondan 19,"Ödsmålsmosse, Kungälvs kommun",120,4,1927.0,5400000
229,2022-03-09,Tvetgatan 289,"Bohuslän, Kungälvs kommun",139,5,127.0,4440000
230,2022-03-07,Marias väg 35,"Aröd, Kungälvs kommun",70,3,1225.0,3450000
231,2022-03-06,Thorilds gränd 12,"Centralt, Kungälvs kommun",83,6,470.0,8000000
232,2022-03-04,Västra gatan 31,"Gamla Staden, Kungälvs kommun",262,9,636.0,8800000
233,2022-03-03,Östergårdsgatan 20,"Ytterby, Kungälvs kommun",198,6,1154.0,5720000
234,2022-03-03,Glose 660,"Kärna, Kungälvs kommun",60,3,1703.0,3330000
235,2022-03-03,Ivar Claessons gata 10,"Kungälv - Centralt, Kungälvs kommun",158,5,967.0,5300000
236,2022-02-24,Häljeröd 170,"Romelanda, Kungälvs kommun",150,4,13432.0,5750000
237,2022-02-21,Hallsbergsvägen 7,"Kode, Kungälvs kommun",257,7,3363.0,5450000
238,2022-02-19,Grandalen 200,"Romelanda, Kungälvs kommun",136,4,1937.0,4290000
239,2022-02-18,Fontinvägen 23,"Centralt, Kungälvs kommun",243,6,1402.0,5900000
240,2022-02-17,Lefstadvägen 35,"Kärna, Kungälvs kommun",188,5,1255.0,5700000
241,2022-02-16,Munkegärdegatan 321A,"Munkegärde, Kungälvs kommun",188,5,357.0,4905000
242,2022-02-14,Åkerhög 394,"Vedhall, Kungälvs kommun",148,4,1262.0,7250000
243,2022-02-12,Åsebyberg 868,"Bohuslän, Kungälvs kommun",154,7,4234.0,6400000
244,2022-02-09,Signehög 360,"Bohuslän, Kungälvs kommun",146,4,2771.0,3825000
245,2022-02-08,Hammarberg 895,"Kode, Kungälvs kommun",146,4,1997.0,3360000
246,2022-02-03,Sundhammarsvägen 480,"Kovikshamn/Sundhammar, Kungälvs kommun",180,5,2290.0,6475000
247,2022-01-28,Gamla Kungälvsvägen 9,"Ytterby, Kungälvs kommun",153,4,1000.0,5555000
248,2022-01-28,Murhammarvägen 17,"Kareby, Kungälvs kommun",168,6,2496.0,7300000
249,2022-01-27,Mjölnarvägen 3,"Diseröd, Kungälvs kommun",137,5,534.0,4500000
250,2021-06-08,Flateby 360,"Kungälv - Harestad, Kungälvs kommun",220,7,1726.0,3100000
251,2021-06-07,Västra Röd 350,"Harestad, Kungälvs kommun",83,3,1637.0,3550000
252,2021-06-04,Lievägen 237,"Ullstorp, Kungälvs kommun",159,5,507.0,6200000
253,2021-06-04,Häradsvägen 20,"Ytterby, Kungälvs kommun",130,5,342.0,4850000
254,2021-06-03,Enekullsvägen 54B,"Ytterby, Kungälvs kommun",176,6,930.0,5600000
255,2021-06-03,Truskärsvägen 16,"Tjuvkil, Kungälvs kommun",165,6,1143.0,7400000
256,2021-06-03,Signehög 332,"Romelanda, Kungälvs kommun",126,6,1459.0,4500000
257,2021-06-03,Skårby station 550,"Kungälv - Kareby, Kungälvs kommun",186,6,1087.0,3450000
258,2021-06-02,Kvarnvägen 28,"Ingetorp, Kungälvs kommun",140,3,1272.0,5400000
259,2021-06-02,Livelycke 140,"Kungälv, Kungälvs kommun",109,5,2888.0,4000000
260,2021-06-02,Skårshöjd 8,"Kärna, Kungälvs kommun",180,5,921.0,4425000
261,2021-06-02,Ametistvägen 5,"Kode, Kungälvs kommun",193,5,780.0,4900000
262,2021-06-02,Prejelvägen 139,"Ullstorp, Kungälvs kommun",122,5,604.0,5800000
263,2021-05-28,Hermansby 190,"Kärna, Kungälvs kommun",115,6,2488.0,4850000
264,2021-05-28,Signehög 150,"Romelanda, Kungälvs kommun",260,6,2151.0,2200000
265,2021-05-25,Marias väg 35,"Aröd, Kungälvs kommun",45,3,1225.0,1130000
266,2021-05-25,Hamngatan 13,"Centralt vid älven, Kungälvs kommun",124,4,645.0,4900000
267,2021-05-25,Guddeby 274,"Ytterby, Kungälvs kommun",214,7,1527.0,6500000
268,2021-05-21,Skårby mosse 872,"Kareby, Kungälvs kommun",160,6,2663.0,7200000
269,2021-05-21,Hermansby 224,"Kärna, Kungälvs kommun",178,6,1494.0,7200000
270,2021-05-19,Parkgatan 18,"Marstrand - Koön, Kungälvs kommun",190,6,562.0,9400000
271,2021-05-19,Lyckevägen 5B,"Kärna, Kungälvs kommun",156,3,673.0,4400000
272,2021-05-19,Saltskärsvägen 10,"Kungälv - Lycke, Kungälvs kommun",64,3,3440.0,3125000
273,2021-05-18,Stora Risby 480,"Hålta, Kungälvs kommun",134,5,941.0,4950000
274,2021-05-18,Harkvägen 323,"Kungälv - Ullstorp, Kungälvs kommun",126,4,,4705000
275,2021-05-18,Grepvägen 385,"Ullstorp, Kungälvs kommun",150,5,388.0,5640000
276,2021-05-17,Fridhemsgatan 9,"Centralt, Kungälvs kommun",227,6,850.0,6525000
277,2021-05-17,Lökebergsvägen 43,"Lökeberg, Kungälvs kommun",174,4,3364.0,4825000
278,2021-05-16,Häljeröd 210,"Romelanda, Kungälvs kommun",195,4,1690.0,3550000
279,2021-05-14,Vegestorp 210,"Kareby, Kungälvs kommun",196,5,1610.0,4125000
280,2021-05-12,Olvonvägen 27,"Diseröd, Kungälvs kommun",220,6,682.0,5150000
281,2021-05-11,Storskiftegatan 55,"Ytterby, Kungälvs kommun",177,5,835.0,6550000
282,2021-05-11,Skårby station 540,"Kareby, Kungälvs kommun",177,5,1090.0,1200000
283,2021-05-11,Almvägen 21,"Diseröd, Kungälvs kommun",158,8,1130.0,5300000
284,2021-05-10,Glose 630,"Kärna, Kungälvs kommun",113,3,1187.0,4150000
