country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
Argentina,181,Argentina,2011,10.77540016,62.3100304,10.69979,27.705847,4.604828112,16.09178925,17.17383003,48.134,62.80082114,18.2639904,68.264,16.16,10.60984993,63.21275224,37.6899696,6.8309,0.991,14.64529483,74.266,0.841,23944.3551,41307.468,41520.74,20523.871,20996.869,14.8723,97.7473,29.0971,427.557,10.296,426.544,1.027,67.4924,739.376,118.135,17.806,2.3382,1.11,27.799,106.2,311.819,162.428,149.391,7.51,731.173,-1.011,-0.024,6,10.083487879860254
Argentina,184,Argentina,2014,11.07514,62.91793313,10.90851021,26.390125,4.42467432,16.12708092,17.27013969,47.6,67.23366823,18.43400955,67.791,16.57,10.71323967,67.67467583,37.08206687,6.19228,0.995,13.74555362,72.283,0.846,23087.86964,42605.82,42824.054,21182.969,21641.085,15.3392,97.8831,29.7046,430.662,10.057,436.467,1.019,68.0223,749.562,116.379,17.504,2.3121,1.1015,27.81,105.9,318.9,166.115,152.785,7.447,742.061,5.801,0.135,6,10.047062634774566
Argentina,191,Argentina,2021,11.35364528,55.6231003,11.14726927,28.099767,3.473291552,16.55146027,17.8748703,50.01,70.95140102,19.23380089,39.065,15.81,10.90602315,71.41679445,44.3768997,5.78729,0.997,13.83730084,71.603,0.842,20925.26814,45163.623,45276.78,22414.842,22861.938,16.2177,98.0444,31.3016,223.963,4.947,226.314,0.5,,629.391,66.237,13.902,1.8854,0.901,28.728,105.2,405.428,212.609,192.819,8.955,624.312,2.344,0.052,6,9.94871270961249
Armenia,192,Armenia,1990,9.617912344,93.68421053,9.781759786,,2.533031897,8.636023929609557,10.92731277,44.833,84.59967424,9.967407859743927,73.201,0.8946772808202744,9.992223725,88.61344023,6.315789474,,0.9727468234108109,9.71229484805002,62.743,0.656,5210.201884,3525.783,3556.539,1719.168,1837.371,124.9487,93.5667,25.6697,59.389,16.7,61.513,1.73,40.0663,86.145,10.675,24.224,2.7128,1.2471,25.284,105.9,26.756,14.0,12.756,7.524,83.153,2.119,0.596,7,8.558373883324892
Armenia,195,Armenia,1993,9.845244817,93.68421053,9.991368924,,0.765660811,9.214885257493565,10.92055035,44.952,85.96720309,10.480267401513453,85.981,1.34,10.17976106,89.58111582,6.315789474,,0.9753698751221369,9.57835676386175,62.909,0.616,2560.861392,3501.145,3457.349,1657.918,1799.431,121.4639,92.1357,26.4565,39.367,11.192,-87.591,-2.534,,66.815,12.028,18.995,2.3151,1.0614,24.389,108.0,27.448,14.888,12.56,7.803,64.725,-126.968,-36.096,7,7.848098962126488
Armenia,198,Armenia,1996,10.0745203,93.68421053,10.20291889,,0.819197903,9.832546899,10.17811966,45.087,87.41236459,11.01951544,62.587,3.3,10.36339137,90.59086427,6.315789474,,0.978,9.446265762229837,63.099,0.632,3334.672127,3311.692,3298.898,1567.674,1731.224,115.8972,90.5529,27.3279,25.431,7.652,-25.589,-0.776,,51.477,8.588,15.489,1.9701,0.888,24.86,112.9,26.046,13.997,12.05,7.837,50.041,-51.023,-15.353,7,8.112129640773082
Armenia,204,Armenia,2002,10.47630634,96.94656489,10.55885315,,1.014114143,10.51185212,10.95648988,45.151,90.58567886,11.40112764,32.756,5.69,10.65632353,92.86889648,3.053435115,,0.927,9.315996370832568,63.188,0.676,5264.791554,3116.912,3105.038,1460.849,1644.189,109.0865,88.8492,29.3765,11.23,3.597,-23.749,-0.765,,38.062,5.135,12.19,1.5249,0.6809,25.234,117.1,26.832,14.262,12.569,8.593,37.235,-34.971,-11.2,7,8.568796832901146
Armenia,211,Armenia,2009,11.03102798,90.83969466,11.05328369,,1.510789822,12.69486046,12.95680046,45.55,94.89360657,13.21605968,28.266,8.95,11.07957153,96.20729065,9.160305344,,0.972,9.187523468626074,63.56,0.741,9428.797679,2972.985,2964.296,1371.05,1593.247,104.142,86.0538,31.0149,14.609,4.899,-17.377,-0.586,,42.504,4.234,14.255,1.5512,0.7063,26.043,114.9,27.895,15.235,12.66,9.356,41.858,-32.0,-10.732,7,9.15152386792292
Armenia,216,Armenia,2014,11.47908759,89.3129771,11.47779512,14.25436,1.924214628,12.75356007,13.10354042,49.539,96.68450546,13.47136021,27.222,6.44,11.47620773,97.52384949,10.6870229,3.685,0.985,9.060822281,67.158,0.764,11518.60475,2894.901,2889.93,1321.149,1568.781,101.5293,84.215,32.0363,17.827,6.138,-9.943,-0.344,,46.014,2.659,15.842,1.7029,0.7863,26.645,112.9,28.187,15.068,13.12,9.704,45.477,-27.763,-9.558,7,9.351718811463424
Armenia,217,Armenia,2015,11.57561016,89.3129771,11.57221031,14.25436,1.869492708,12.58434963,12.96794987,48.778,96.87119293,13.37271976,24.66,6.5,11.56811047,97.64476013,10.6870229,3.685,0.986,8.935868375,66.578,0.766,11774.34934,2884.958,2878.595,1313.13,1565.465,101.1311,83.8812,32.2642,14.551,5.034,-12.727,-0.442,,42.325,2.254,14.641,1.6018,0.7419,26.839,112.4,27.774,14.718,13.056,9.607,41.856,-27.283,-9.438,7,9.373678659608384
Australia,260,Australia,1994,11.06332809,79.46428571,11.31592528,18.896662825480885,16.86006186,17.44540977,17.41741943,52.571,88.55751944,17.38814926,20.312,36.8,11.59343421,90.26118204,20.53571429,2.206685893952738,0.97,8.814369007115944,73.569,0.873,31444.1912,17713.064,17805.504,8862.42,8943.085,2.3177,99.098,32.3745,131.245,7.383,184.88,1.038,66.7772,258.028,12.569,14.514,1.8515,0.8886,28.85,105.6,126.783,67.555,59.227,7.131,256.703,53.636,3.017,8,10.355969545546477
Australia,262,Australia,1996,11.08720578,79.46428571,11.32795497,18.590118241285783,17.39113655,19.45368958,19.49362946,53.763,88.14414934,19.53342056,19.469,39.63,11.59141022,90.079369,20.53571429,2.3307592537283566,0.965,8.649701999382408,73.543,0.884,33260.0375,18108.054,18211.845,9056.385,9155.46,2.3706,98.9179,33.0353,124.824,6.87,207.583,1.14,60.8024,252.826,12.017,13.915,1.807,0.8673,29.084,105.6,128.002,67.821,60.181,7.045,251.578,82.77,4.556,8,10.41211188022674
Australia,263,Australia,1997,11.09118539,79.46428571,11.31793023,18.288546470701593,17.79005781,20.02605057,20.30772972,53.544,88.12608949,20.60181046,18.99,38.45,11.56509831,89.9914594,20.53571429,2.461808775652017,0.964,8.488111244006134,72.951,0.887,34482.04196,18315.637,18410.25,9149.072,9261.179,2.3965,98.7895,33.3957,121.964,6.637,189.227,1.028,67.4268,250.493,11.786,13.632,1.7857,0.8578,29.189,105.4,128.529,67.284,61.245,6.995,249.304,67.26,3.66,8,10.448193944601828
Australia,267,Australia,2001,11.16679806,75.0,11.34399455,17.991866843977537,18.77889343,20.62022146,20.92577214,55.002,88.31471467,21.24233712,17.238,37.77,11.53271441,89.90754569,25.0,2.6002267021712813,0.966,8.329539271499483,71.798,0.9,38413.32271,19132.613,19248.143,9550.438,9697.704,2.5055,98.4814,34.6571,117.156,6.105,231.059,1.2,57.7623,245.871,11.206,12.813,1.7485,0.8423,29.591,105.3,128.715,66.799,61.917,6.708,244.788,113.907,5.936,8,10.556159623977036
Australia,276,Australia,2010,12.04115963,71.68141593,12.03444004,17.7,18.25949272,21.95710595,22.31636757,58.565,93.35150146,22.68352212,16.622,45.4,12.02888966,93.04788208,28.31858407,2.74642733,0.962,8.173929686,72.305,0.923,42840.45928,21856.965,22019.168,10961.285,11057.884,2.8662,99.1264,36.052,157.569,7.183,324.407,1.473,47.0568,300.113,11.713,13.681,1.9501,0.94,30.458,105.5,142.544,72.896,69.648,6.498,299.058,166.833,7.605,8,10.66523824532588
Australia,283,Australia,2017,12.45786953,67.25663717,12.42234039,17.134,16.87035228,21.48273087,21.95433044,59.814,92.82467651,22.43083,10.43,48.27,12.38570023,93.19235229,32.74336283,3.043233164,0.966,7.909382245,70.647,0.937,47085.22714,24392.368,24590.334,12198.756,12391.577,3.2009,98.4439,36.2569,151.055,6.173,395.931,1.61,43.0526,311.698,7.44,12.739,1.7745,0.8541,30.971,106.0,160.643,82.712,77.931,6.566,310.818,244.875,10.008,8,10.759714581974155
Australia,284,Australia,2018,12.61787033,67.25663717,12.55362034,17.126,16.70811553,19.94162941,20.5092392,60.456,93.47260284,21.08593941,9.983,47.7,12.48748016,93.40454865,32.74336283,3.056569899,0.976,7.869846953,70.921,0.941,47487.64407,24788.299,24979.23,12390.146,12589.085,3.2515,98.4198,36.3079,161.548,6.495,381.862,1.529,45.3334,320.272,7.154,12.876,1.7853,0.8603,31.009,105.9,158.724,82.282,76.442,6.381,319.415,220.307,8.857,8,10.768224831342293
Austria,288,Austria,1990,9.635222003,75.30364372,10.20033055,9.033402115649608,8.045120443,14.39311981,13.93255997,43.006,61.96646032,13.45191956,22.827,22.23,10.84718627,84.63023839,24.69635628,1.8740089638719448,0.94,5.181540190053322,69.381,0.825,38902.26267,7645.463,7678.729,3675.57,4003.159,93.0541,91.8167,34.5794,6.918,0.904,66.532,0.866,80.0401,89.858,5.719,11.747,1.4596,0.6997,27.163,105.6,82.94,38.371,44.569,10.843,89.245,59.606,7.793,9,10.56880769423885
Austria,296,Austria,1998,10.43636513,75.30364372,10.92450523,10.118839916802193,8.318192276,15.2795496,15.13568974,49.312,72.39573282,14.9842701,13.868,25.74,11.47214508,89.69448978,24.69635628,2.059770559482073,0.957,5.565722553270457,69.241,0.863,44553.74381,7970.168,7975.862,3851.818,4124.044,96.6549,93.399,36.3488,2.895,0.364,11.388,0.143,14.990106504552937,81.119,3.221,10.178,1.371,0.6611,28.032,105.2,78.224,36.334,41.89,9.814,80.782,8.493,1.066,9,10.704451465507287
Austria,299,Austria,2001,10.73717717,74.89878543,11.1963674,11.334702025993701,8.661506878,15.39357196,15.32173983,49.335,76.49312757,15.21951218,13.989,25.62,11.706713,91.89673801,25.10121457,2.2639458185638657,0.959,5.97838990025563,67.881,0.876,47170.8938,8019.66,8039.626,3893.044,4146.582,97.4276,93.8856,37.5438,0.762,0.095,39.931,0.497,22.6634592843147,75.404,3.294,9.403,1.3358,0.6455,28.389,104.9,74.642,34.466,40.177,9.308,75.096,39.173,4.885,9,10.761532324582992
Austria,308,Austria,2010,11.30690956,71.72131148,11.71487999,12.69666,8.561324213,16.0625412,15.99388981,54.151,87.23077894,15.92523842,10.434,26.49,12.15625,97.71039746,28.27868852,2.48836,0.964,6.421654234,67.089,0.902,52538.42144,8350.976,8362.829,4072.342,4290.488,101.3443,94.9156,40.8312,0.925,0.111,23.706,0.283,34.26475899792873,78.061,2.522,9.346,1.4352,0.692,29.798,105.6,77.136,36.632,40.504,9.235,77.794,22.786,2.728,9,10.869300017870016
Austria,313,Austria,2015,11.7146101,69.67213115,12.07699013,13.61598,7.645373825,15.65744019,15.95141029,55.359,100.0,16.25942993,7.913,26.4,12.46492958,100.0,30.32786885,2.60756,0.964,6.547001419,66.398,0.91,52450.23877,8584.609,8642.421,4236.408,4406.012,104.7325,96.1506,41.9899,0.499,0.058,115.624,1.338,51.8047,83.521,1.746,9.728,1.491,0.7165,30.521,106.6,83.022,39.804,43.218,9.67,83.296,115.125,13.409,9,10.867620166149639
Austria,315,Austria,2017,11.84228992,66.39344262,12.15911961,15.90224,7.89112032,15.81278992,16.09206963,55.911,100.0,16.38728905,6.991,25.62,12.49717999,100.0,33.60655738,2.9996,0.964,7.390054951,66.811,0.916,53665.02668,8772.74,8797.496,4325.486,4472.01,106.6118,96.7235,42.1083,3.938,0.448,49.512,0.563,123.1167,87.092,1.499,9.925,1.5166,0.7302,30.697,106.2,83.154,39.828,43.326,9.477,86.873,45.573,5.194,9,10.890516796073799
Azerbaijan,324,Azerbaijan,1994,9.829659505276707,88.0,10.258888781996106,,5.458809731,10.8510704,10.44034004,74.052,87.86844788,10.01821995,45.778,5.62,10.736569367404197,95.25270747,12.0,,0.977281282364963,,83.257,0.6032818902071457,3432.851857,7786.385,7821.88,3778.623,4043.256,94.6294,93.4549,23.0031,108.024,13.781,70.989,0.908,76.3378,183.38,15.857,23.394,2.6829,1.1479,26.338,109.0,75.356,41.044,34.312,9.613,173.412,-37.037,-4.725,10,8.141146639890412
Azerbaijan,331,Azerbaijan,2001,9.905467272,89.51612903,10.3159523,,3.512291489,10.37920048,10.50470466,70.657,90.88422012,10.63605985,31.668,5.81,10.76997757,96.36065483,10.48387097,,0.973,,80.067,0.632,4269.774168,8236.76,8282.023,3986.999,4295.024,100.1963,92.8283,24.816,74.281,8.978,90.526,1.093,63.4169,137.188,13.28,16.582,1.907,0.8141,26.396,116.0,62.907,34.943,27.964,7.604,131.072,16.248,1.964,10,8.35931621676784
Azerbaijan,333,Azerbaijan,2003,10.07247496,89.51612903,10.45014477,,3.662482256,10.71153573,10.8347371,66.977,91.76074982,10.96471991,32.476,7.24,10.86363506,96.67908096,10.48387097,,0.971,,76.257,0.651,5000.826699,8416.968,8462.322,4085.847,4376.474,102.3775,93.3593,25.5185,77.558,9.171,90.707,1.072,64.6593,139.585,14.488,16.506,1.8827,0.8097,26.217,116.7,62.027,34.062,27.964,7.335,133.978,13.154,1.555,10,8.51735851754912
Azerbaijan,336,Azerbaijan,2006,10.32298648,88.70967742,10.65143347,,4.531626696,11.21003859,11.32978576,62.494,93.07554436,11.45770999,38.658,8.78,11.0041213,97.15672016,11.29032258,,0.974,,71.794,0.692,8305.227742,8707.82,8763.354,4260.4,4502.954,106.0194,94.6134,26.2133,94.159,10.754,111.067,1.267,54.7077,157.359,18.39,17.972,1.9749,0.8594,26.074,116.8,63.2,34.604,28.596,7.218,151.943,16.909,1.931,10,9.024640443947149
Azerbaijan,339,Azerbaijan,2009,10.1292696,88.61788618,10.45223045,,3.56958931,11.70854146,11.82483441,61.784,93.71108246,11.95070008,49.041,9.51,10.80490017,97.38600922,11.38211382,,0.962,,68.534,0.722,12823.27086,9061.457,9119.628,4463.989,4655.639,110.3296,95.8835,26.8985,115.45,12.658,116.342,1.276,54.3219,180.053,22.646,19.741,2.0797,0.9142,25.987,116.7,64.603,35.953,28.651,7.083,174.749,0.89,0.098,10,9.45901683521817
Azerbaijan,349,Azerbaijan,2019,10.2091198,83.19327731,10.5429697,8.859,3.854118915,13.32474041,13.47167015,63.369,93.6227417,13.63901043,49.404,10.56,10.90130997,97.56490326,16.80672269,3.56506161,0.956,8.21730195,69.776,0.761,13838.46183,10191.978,10232.753,5051.096,5181.658,123.7963,97.4803,30.5652,81.151,7.93,81.55,0.797,86.9695,147.022,15.391,14.366,1.8345,0.8374,25.507,113.4,65.871,34.846,31.024,6.436,144.667,0.392,0.038,10,9.535207083544346
Bahamas,576,Bahamas,1990,10.05288982,80.35714286,10.01280022,,7.893514634,,11.70821063278682,64.441,71.30000305,,65.267,43.37,9.96601963,71.0894928,19.64285714,,,,79.047,0.7853786850551915,36393.867,268.088,270.679,133.065,137.614,50.5187,96.6937,22.8306,4.941,18.264,5.182,1.915,36.1957,6.525,0.92,24.119,2.5272,1.1953,27.299,102.7,1.584,0.872,0.712,5.855,6.409,0.241,0.891,11,10.502155550417974
Bahamas,578,Bahamas,1992,10.2906498,80.35714286,10.21796227,,7.024046251,,11.9230958809992,65.655,75.36689301,,76.276,48.34,10.12963562,74.5067627,19.64285714,,,,80.036,0.793150885222483,33169.54419,278.845,281.973,138.557,143.416,52.6264,96.6123,23.3822,5.821,20.643,6.255,2.218,31.251,7.456,1.055,26.442,2.7925,1.3246,27.207,102.7,1.635,0.896,0.739,5.799,7.335,0.436,1.546,11,10.409387390212675
Bahamas,587,Bahamas,2001,11.31890774,80.35714286,11.1210104,,6.429227607,,12.141925,71.115,91.38830643,,47.952,50.27,10.87492561,88.26793594,19.64285714,,,,81.718,0.801,40073.99923,327.461,329.626,160.964,168.662,61.5203,95.4358,26.0456,4.037,12.252,4.33,1.314,52.7509,5.934,0.694,18.009,2.0875,1.001,27.775,101.9,1.897,1.044,0.852,5.757,5.861,0.293,0.889,11,10.598483004739238
Bahamas,593,Bahamas,2007,11.78221607,75.0,11.61541004,,5.549380685,,12.3839979,69.8,89.91142807,,39.172,54.6,11.41988182,88.82049789,25.0,,,,79.253,0.812,39614.97103,355.132,357.666,173.576,184.09,66.7537,94.2884,27.7238,3.339,9.368,5.069,1.417,48.9165,5.487,0.606,15.392,1.8521,0.8882,28.042,102.2,2.148,1.176,0.972,6.024,5.419,1.728,4.847,11,10.586962382110421
Bahamas,599,Bahamas,2013,12.25165104,83.33333333,12.11689158,,7.36445615,,12.64498654,69.685,88.44260673,,28.784,42.29,11.97359991,89.37420728,16.66666667,6.917101819,,,75.974,0.816,34438.39196,384.042,385.65,185.807,199.843,71.9765,92.9765,29.5507,2.215,5.754,3.216,0.834,83.1112,4.713,0.491,12.244,1.5101,0.7244,28.435,102.7,2.498,1.375,1.123,6.49,4.661,1.001,2.601,11,10.446927266394695
Bahamas,603,Bahamas,2017,12.57602892,78.18181818,12.46443281,,5.489908449,,12.82263,69.899,87.47806113,,26.67,50.72,12.35913752,89.74545607,21.81818182,6.917101819,,,75.612,0.825,34332.57146,397.562,399.02,191.491,207.529,74.4718,92.2719,31.0013,1.918,4.813,2.916,0.731,94.8218,4.643,0.453,11.653,1.4263,0.6859,28.465,102.8,2.725,1.525,1.2,6.84,4.596,1.001,2.512,11,10.443849787812013
Bahrain,545,Bahrain,1991,5.024159908,94.29984846356385,5.387740135,,23.25918079,13.30661964,13.60251045,29.292,35.70000076,13.91870975,21.714,33.23,5.633299828,35.22806168,8.575096982137351,213.92378019160995,0.923,,88.387,0.743,40541.1388,525.945,535.415,313.375,222.04,683.7995,141.1345,23.6499,12.346,23.205,18.94,3.538,19.5915,14.025,0.404,26.361,3.5928,1.6921,30.49,103.9,1.679,0.972,0.708,3.156,13.787,6.605,12.415,12,10.610072510385995
Bahrain,552,Bahrain,1998,6.568198919,91.53637251221261,7.451039028,,29.92732606,12.95909309,13.37311967,33.776,50.57477646,13.84084702,18.012,38.76,7.956529903,62.85349236,10.036761240456217,121.35557738656962,0.928,,87.398,0.785,46148.77687,662.589,672.484,395.916,276.567,858.855,143.1539,24.1831,12.386,18.528,19.789,2.943,23.5524,14.231,0.505,21.288,2.8886,1.3811,30.355,103.9,1.845,1.166,0.679,2.76,14.082,7.388,11.051,12,10.739625736221164
Bahrain,553,Bahrain,1999,6.788775921,88.85388077725327,7.745796013,,28.26008065,12.8048296,13.25187969,34.444,52.69974442,13.76508045,14.928,32.54,8.288419914,66.79998245,11.747572815533982,68.84309986312257,0.923,,87.011,0.789,46540.36999,682.378,692.133,407.807,284.326,883.9496,143.4292,24.557,12.781,18.558,19.509,2.819,24.5884,14.642,0.43,21.261,2.8691,1.3728,30.498,103.9,1.861,1.16,0.701,2.703,14.498,6.737,9.783,12,10.748075386760222
Bahrain,562,Bahrain,2008,7.815962103,86.25,8.099565824,,26.62857368,12.66026382,13.36084385,41.573,56.75892088,14.31900787,15.01,27.51,8.255264388,58.60620668,13.75,39.053601827190285,0.977,,86.528,0.808,44570.19075,1075.424,1110.343,684.764,425.579,1418.0632,160.9019,27.9226,15.958,14.73,69.839,6.292,11.0163,18.126,0.532,16.732,2.1715,1.0505,29.769,103.7,2.168,1.363,0.805,2.002,18.0,53.87,49.729,12,10.704820545716052
Bahrain,569,Bahrain,2015,8.776649872,85.0,9.107093493,,23.66882409,15.61859989,15.99201965,43.575,64.7041022,16.58959007,14.492,21.98,9.271406333,67.89616585,15.0,22.1544907,0.932,,87.009,0.858,45441.14762,1338.295,1362.142,841.699,520.442,1739.645,161.7277,29.931,18.435,13.682,47.694,3.502,19.7929,21.277,0.523,15.791,2.1311,1.0323,29.564,104.0,2.842,1.774,1.068,2.109,21.158,29.25,21.708,12,10.724173308797944
Bahrain,573,Bahrain,2019,10.60428524,81.25,10.79733992,,20.98445501,15.85118008,16.29755974,44.39,78.87734604,17.00485992,9.676,23.83,10.89054966,82.0080719,18.75,12.56789221,0.934,,85.837,0.882,42664.29218,1494.344,1494.188,933.41,560.779,1908.2867,166.4487,31.1607,16.823,11.198,-0.311,-0.021,,19.828,0.374,13.198,1.8574,0.9007,29.851,104.0,3.005,1.838,1.167,2.0,19.727,-17.127,-11.4,12,10.661117600653762
Bangladesh,482,Bangladesh,1992,2.524950047,90.90909091,3.50357462,300.2619385338772,0.142427972,7.022923851,6.21361084,26.808,13.62611599,5.370862198,167.401,1.49,4.333001401,26.64052308,9.090909091,43.99002599734829,0.679,44.04374638388783,88.707,0.413,1624.95314,110191.945,111272.102,56993.734,54278.369,854.8214,105.0027,17.6804,2426.254,21.78,2160.315,1.942,35.6924,3604.17,989.61,32.354,4.0255,1.6095,26.376,104.6,1177.916,601.574,576.342,10.574,3363.666,-265.94,-2.387,13,7.393234257424969
Bangladesh,488,Bangladesh,1998,3.387467419,90.90909091,4.095237884,166.3188578053825,0.189087608,7.749235725,7.357542801,27.937,19.26250512,6.949618149,149.733,1.79,4.753856889,29.49893201,9.090909091,42.56425623928067,0.748,39.800509763450435,87.565,0.467,1883.766462,123166.863,124350.471,63503.082,60847.389,955.2929,104.3645,19.1154,2775.079,22.279,2367.216,1.904,36.4048,3710.628,1043.299,29.79,3.3932,1.455,25.736,103.9,935.549,491.201,444.348,7.511,3517.495,-407.859,-3.274,13,7.541028488854081
Bangladesh,492,Bangladesh,2002,3.841801,98.0,4.477070141,92.12610361724575,0.241407473,8.233443642,8.120164108,28.582,22.78547325,8.002122116,138.077,1.94,5.103349924,32.28935623,2.0,41.184697397368055,0.788,35.966072541231526,86.59,0.499,2119.639046,132929.883,134139.826,68254.669,65885.157,1030.4972,103.5964,20.2058,2871.5,21.371,2419.886,1.804,38.4228,3757.983,1017.062,27.968,3.0839,1.3634,25.578,104.1,886.483,488.024,398.459,6.597,3588.87,-451.611,-3.361,13,7.659001091849199
Bangladesh,496,Bangladesh,2006,4.091765046,84.92753623,4.797870159,51.02980551746449,0.295833485,8.711629868,8.817440033,28.88,25.80600548,8.928039551,119.067,2.0,5.505749941,36.21582413,15.07246377,39.84985172012582,0.812,32.501050406872615,85.863,0.524,2538.234965,141902.371,142628.831,72029.553,70599.278,1095.712,102.0259,21.2027,2599.608,18.155,1452.92,1.019,68.0223,3529.412,895.991,24.649,2.7119,1.2226,25.556,103.8,929.804,522.378,407.426,6.494,3393.455,-1146.688,-8.008,13,7.839224222791387
Bangladesh,502,Bangladesh,2012,4.538990021,80.28571429,5.302340031,28.26605,0.401913864,9.931037545,10.11460268,31.273,30.60790062,10.30818892,100.956,2.88,6.082240105,41.60147858,19.71428571,38.55827,0.855,29.36985339,81.853,0.572,3462.220186,151127.293,152090.65,75898.562,76192.087,1168.4002,99.6148,22.9147,2168.746,14.249,1926.713,1.267,54.7077,3061.928,776.394,20.117,2.2095,1.0177,25.104,104.2,893.182,516.522,376.66,5.868,2969.152,-242.022,-1.59,13,8.14966533452249
Bangladesh,504,Bangladesh,2014,4.598360062,80.17241379,5.194399834,15.65692,0.426997915,10.45316255,10.70799768,32.086,30.77005005,10.97544146,88.557,2.15,5.800479889,39.13124847,19.82758621,37.30855,0.874,24.28146447,80.332,0.583,3742.516573,155006.273,155961.298,77673.568,78287.731,1198.1355,99.2155,23.6444,2129.681,13.646,1910.051,1.225,56.5834,3049.016,700.939,19.537,2.152,0.9934,25.297,104.8,919.335,532.746,386.589,5.891,2963.789,-219.628,-1.407,13,8.227513544607291
Bangladesh,506,Bangladesh,2016,5.438829899,80.0,6.113890171,15.65692,0.48410228,10.97528756,11.30139267,32.931,36.92393112,11.642694,83.359,2.33,6.781320095,46.0259285,20.0,37.30855,0.893,23.80965826,78.78,0.612,4142.902911,158743.675,159784.568,79459.392,80325.176,1227.5069,98.9222,24.395,2136.799,13.37,2081.787,1.303,53.1963,3036.914,677.126,19.002,2.0971,0.9722,25.467,105.0,900.115,513.348,386.767,5.632,2958.959,-55.013,-0.344,13,8.329152007335033
Barbados,771,Barbados,1993,8.689860755,81.63265306,8.760948449,,4.170551096,13.06206004,13.18203672,60.13,71.69664162,13.3025233,56.318,,8.832036142,74.24692725,18.36734694,,0.971,16.61281284876306,74.212,0.731,12095.37287,260.61,260.996,125.45,135.546,606.9663,92.5519,29.5226,1.424,5.449,0.771,0.295,,3.942,0.607,15.087,1.7254,0.8266,26.819,103.6,2.518,1.249,1.269,9.638,3.892,-0.659,-2.522,14,9.400578251010446
Barbados,774,Barbados,1996,9.170471663,81.63265306,9.015759671,,3.079996555,13.21181997,13.59114329,61.335,76.81940381,13.97913678,56.26,,8.861047679,78.20256977,18.36734694,,0.988,16.534982638155924,73.302,0.744,13085.07863,262.565,262.794,126.122,136.672,611.1477,92.2804,30.8227,1.262,4.793,0.457,0.174,,3.824,0.558,14.528,1.7319,0.8311,26.884,103.7,2.562,1.244,1.319,9.735,3.779,-0.807,-3.066,14,9.479227824116997
Barbados,780,Barbados,2002,9.29825483,79.59183673,9.202206907,,4.387309134,13.35704486,14.1938084,62.817,82.25858369,15.04922994,53.007,,8.947513512,78.2749059,20.40816327,,0.995,16.457517058255117,74.806,0.76,14165.7625,265.922,266.455,127.61,138.845,619.6628,91.9076,33.1149,1.193,4.474,1.066,0.4,,3.67,0.526,13.77,1.793,0.8569,27.324,103.8,2.477,1.182,1.296,9.296,3.625,-0.121,-0.454,14,9.558583240678178
Barbados,783,Barbados,2005,9.634636536,82.35294118,9.519167208,,4.774123037,13.81663005,14.82557329,64.479,87.60564196,15.84846052,47.61,,9.019189188,79.50216419,17.64705882,,1.003,16.380414400783724,75.221,0.776,15061.56405,269.0,269.477,128.828,140.649,626.6907,91.5954,34.0246,1.119,4.153,0.954,0.354,,3.604,0.458,13.371,1.7883,0.8548,27.583,103.7,2.485,1.192,1.293,9.218,3.559,-0.172,-0.638,14,9.619901350543044
Barbados,788,Barbados,2010,9.821515262,80.39215686,9.653823545,33.58537775,5.189078832,14.11966991,15.47286034,61.922,89.63832516,16.8334198,45.138,,9.118738738,81.53829727,19.60784314,,1.016,16.303672965468024,71.826,0.788,15208.6166,274.303,274.711,131.042,143.67,638.8628,91.2104,35.5994,0.845,3.078,0.816,0.297,,3.327,0.428,12.115,1.6872,0.8082,27.849,103.7,2.482,1.19,1.292,9.037,3.287,-0.036,-0.131,14,9.629617427796651
