country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
Thailand,5464,Thailand,2014,7.819993337,93.90862944,8.044580142,23.81426,4.129947092,15.19363976,15.71035004,61.539,40.07400386,16.23380089,47.767,10.81,8.288586617,45.41902415,6.091370558,16.58373,1.009,16.38670532,78.701,0.778,15038.44001,69780.213,69960.943,34231.954,35728.989,136.9393,95.81,36.1106,306.101,4.377,361.46,0.517,134.071,769.461,116.401,11.004,1.5099,0.7169,27.072,106.4,463.36,276.279,187.081,6.627,763.002,55.367,0.792,172,9.618364869384894
Thailand,5468,Thailand,2018,8.175909996,94.71544715,8.372150421,23.81426,3.97786481,15.39616772,15.72975941,59.666,43.72711945,16.09579346,36.046,11.32,8.586859703,48.98339081,5.284552846,16.58373,1.011,16.02295884,76.551,0.795,17218.95408,71029.452,71127.802,34671.37,36456.433,139.2233,95.1036,37.8791,187.394,2.635,196.7,0.277,,687.154,77.052,9.662,1.3784,0.6564,27.857,106.4,499.76,298.509,201.251,7.027,682.356,9.304,0.131,172,9.753766037461096
Thailand,5469,Thailand,2019,8.56564045,85.86666667,8.697119713,18.7899,3.901218377,15.56719155,15.88221913,59.02,47.62686157,16.24098024,33.628,11.75,8.838259697,51.66852951,14.13333333,16.84539,1.013,14.35077376,75.513,0.804,17773.65504,71226.152,71307.763,34723.388,36584.375,139.5756,94.9132,38.3461,159.48,2.237,163.222,0.229,,668.571,70.101,9.377,1.3523,0.6444,28.069,106.4,509.091,302.842,206.249,7.14,664.111,3.758,0.053,172,9.785472585985854
Thailand,5471,Thailand,2021,8.56564045,86.06224628,8.697119713,18.7899,3.692920935,15.56719155,15.88221913,58.992,47.62686157,16.24098024,32.744,11.75,8.838259697,51.66852951,13.93775372,16.84539,1.012,14.16798364,75.027,0.8,17030.15352,71561.955,71601.103,34794.01,36807.094,140.1497,94.5307,39.2712,77.157,1.077,78.296,0.109,,644.325,66.018,8.999,1.3305,0.6349,28.09,106.4,567.168,332.102,235.065,7.922,640.38,1.133,0.016,172,9.742740788296079
Timor-Leste,5540,Timor-Leste,1994,0.3857313989708031,97.12838636547939,0.8970776570228078,,0.03566163880393095,11.950184592089153,7.688988946748,62.339,0.8269955548625627,11.842784967722508,68.164,,1.6294079792620257,4.273586301126714,14.633304209239455,,0.9260437635716502,28.193789801303865,72.931,0.37850309090339657,3591.068849,801.054,807.114,418.669,388.445,54.278,107.7806,17.9044,20.106,24.792,12.121,1.502,46.1483,33.181,2.311,40.913,5.912,2.0292,31.331,107.4,13.075,7.154,5.921,16.121,30.433,-7.986,-9.847,173,8.186205166696146
Timor-Leste,5541,Timor-Leste,1995,0.7222684366357778,88.65590700726331,1.407531651343934,,0.06004460632127831,12.15752936844089,8.50025037231418,62.0,2.0900360357663557,11.915076397023753,67.521,,2.2722217139712027,7.556309453324036,17.754563058975947,,0.9240262390322784,27.854297394522188,72.849,0.41751061754641894,3848.279048,813.175,819.226,424.292,394.933,55.0925,107.4338,17.787,20.013,24.315,12.101,1.477,46.9294,33.449,2.337,40.638,5.9356,2.031,31.284,107.4,13.436,7.353,6.083,16.323,30.681,-7.916,-9.617,173,8.255381326827836
Timor-Leste,5545,Timor-Leste,1999,1.3524221672184302,80.92247942537644,2.208443532202042,,0.1010989642988555,12.36847173409755,9.397107590145094,63.839,5.282072684813762,11.987809111948664,61.966,,3.168630314294028,13.36063168756896,21.54158110210822,,0.9220131099712059,27.518892948070594,73.134,0.4605381566315443,2057.913246,861.399,866.649,446.194,420.454,58.2817,106.1219,17.3378,18.655,21.425,10.5,1.212,57.1904,34.313,2.568,39.408,5.9702,2.0373,31.063,107.4,15.658,8.992,6.666,17.983,31.6,-8.157,-9.368,173,7.629447760986518
Timor-Leste,5549,Timor-Leste,2003,2.532362797,73.86363636,3.465089279,,0.170223459,12.583074109965194,10.38859177,63.239,13.34919177,12.060985806219076,56.853,,4.418678867,23.62350036,26.13636364,,0.9200043668122272,27.187527237226153,73.082,0.508,3042.313789,918.095,926.722,475.11,451.611,62.3216,105.2035,17.1707,26.979,28.956,17.253,1.862,37.2259,35.684,2.71,38.298,5.9507,2.4635,31.11,107.3,8.705,4.806,3.898,9.342,33.866,-9.731,-10.444,173,8.020373619701914
Timor-Leste,5563,Timor-Leste,2017,4.74176,67.69230769,5.43679,13.58745,0.400801764,12.8014,12.39822,61.662,33.73693085,12.13460919,36.54,,6.161881,41.76971436,32.30769231,44.91179,0.918,26.86015163,72.744,0.606,4500.640588,1233.9,1243.235,634.029,609.206,83.6069,104.0746,19.1655,24.077,19.324,18.67,1.502,46.1483,33.001,2.604,26.487,3.5959,1.6163,29.881,107.1,8.924,4.838,4.086,7.163,31.955,-5.412,-4.343,173,8.411975018516088
Timor-Leste,5565,Timor-Leste,2019,4.74176,61.53846154,5.43679,13.58745,0.405971918,13.02351401,12.616098,61.726,33.73693085,12.20868199,35.208,,6.161881,41.76971436,38.46153846,44.91179,0.916,26.53671808,72.766,0.614,4865.012069,1271.121,1280.438,653.013,627.425,86.1088,104.0782,19.6738,23.894,18.623,18.633,1.455,47.639,32.733,2.606,25.511,3.3357,1.5071,29.676,107.1,8.839,4.777,4.061,6.888,31.747,-5.265,-4.104,173,8.489824475398118
Togo,5420,Togo,2002,2.270890473,95.0617284,3.799341215,18.09980424658602,0.254472217,11.92697477,10.05145502,55.2,13.44656805,8.184100151,95.441,4.52,5.413257102,35.75155352,4.938271605,38.85598551307276,0.779,33.70394335437953,61.872,0.454,1664.154151,5213.446,5281.538,2633.356,2648.182,97.1049,99.4402,17.325,142.157,26.895,136.183,2.579,26.8766,203.08,27.112,38.421,5.1939,2.0424,29.782,102.8,60.923,30.992,29.931,11.526,191.93,-5.972,-1.13,174,7.417072255912559
Togo,5423,Togo,2005,2.396646045,92.59259259,3.939022877,19.32435866204335,0.306790885,12.08559036,10.38064003,55.306,14.16404822,8.678560257,86.703,3.73,5.551350396,36.90534369,7.407407407,38.86061330797496,0.785,33.34307468245791,61.595,0.458,1549.847877,5638.065,5711.598,2851.642,2859.955,105.0119,99.7093,17.5217,151.504,26.51,147.065,2.575,26.9183,214.777,26.345,37.581,5.0694,2.0085,29.815,102.8,63.273,31.801,31.472,11.071,203.619,-4.438,-0.777,174,7.345912061225899
Togo,5425,Togo,2007,2.476838004,88.88888889,3.976271321,20.631761129114206,0.25620068,11.92212963,10.2396698,55.281,15.14542915,8.557869911,85.327,3.83,5.632365128,38.20061763,11.11111111,38.865241654053136,0.783,32.98606983729998,61.641,0.457,1496.630684,5963.351,6047.536,3022.581,3024.956,111.1884,99.9215,17.706,163.559,27.047,168.371,2.784,24.8975,228.714,27.21,37.822,5.092,2.0315,29.86,102.7,65.155,32.591,32.564,10.775,217.266,4.811,0.796,174,7.310971649908356
Togo,5427,Togo,2009,2.557029963,88.88888889,4.013519764,22.02761678838649,0.43846942,12.31647968,11.14020967,55.276,16.12681007,9.153567886,83.698,3.56,5.71337986,39.49589157,11.11111111,38.869870551372934,0.791,32.63288744884947,61.639,0.472,1565.520809,6313.242,6398.624,3201.54,3197.084,117.6434,100.1394,17.8391,172.77,26.99,170.765,2.669,25.9703,239.906,27.91,37.478,5.0343,2.0235,29.824,102.6,67.136,33.505,33.631,10.488,228.359,-1.997,-0.312,174,7.35597383291702
Togo,5428,Togo,2010,2.365949988,88.88888889,3.828319907,23.51791,0.40420893,12.51365471,11.59047961,55.292,12.16847515,9.451416874,89.209,4.05,5.639119864,35.46726036,11.11111111,38.8745,0.795,32.28348659,61.594,0.477,1614.935947,6484.007,6571.855,3289.956,3281.9,120.8284,100.2455,17.8737,177.675,27.025,175.696,2.674,25.9217,245.561,30.336,37.351,5.0074,2.0177,29.696,102.6,67.886,33.522,34.365,10.326,233.972,-1.972,-0.3,174,7.387050573569917
Togo,5433,Togo,2015,2.897027625,82.41758242,4.510378863,25.10903,0.254767137,13.49952984,12.49199009,55.556,11.43614297,10.94066181,82.951,4.87,6.361556868,37.78681388,17.58241758,38.87913,0.798,31.77236775,60.935,0.514,1981.773879,7379.935,7473.228,3750.462,3722.767,137.4008,100.7439,18.1264,188.575,25.227,186.587,2.497,27.7592,257.088,31.42,34.392,4.5938,1.9103,29.183,102.7,68.513,34.138,34.375,9.165,246.213,-1.985,-0.266,174,7.591747621095914
Togo,5434,Togo,2016,3.022985348,82.41758242,4.636985989,25.10903,0.307112523,13.69670486,12.60480022,55.652,12.06076764,11.2385108,82.053,4.42,6.478314187,38.91300912,17.58241758,38.87913,0.825,31.59501993,60.701,0.518,1991.088196,7566.522,7661.354,3846.364,3814.99,140.8596,100.8224,18.1865,191.643,25.007,189.663,2.476,27.9946,261.322,31.946,34.099,4.5603,1.9015,29.159,102.7,69.679,34.734,34.945,9.092,250.513,-1.988,-0.259,174,7.59643660042112
Tonga,5571,Tonga,1993,9.519892759,100.0,9.672536208,,0.881902948,12.272587521011786,12.58369487,42.836,68.07108152,12.916295113236657,26.537,,9.854964307,72.19466106,0.0,8.19883781254203,0.9588017125178688,,74.325,0.663,4906.378716,99.381,99.492,50.538,48.954,153.0638,103.2347,18.6943,2.415,23.993,0.221,0.222,99.39959816440143,3.101,0.136,30.806,4.547,2.0754,31.192,108.5,0.686,0.413,0.272,6.813,3.055,-2.187,-21.726,175,8.498291416294865
Tonga,5574,Tonga,1996,9.907919884,100.0,10.0284996,,0.799227198,12.79477421,13.11761065,44.561,72.48034668,13.44044709,21.77,,10.15466022,75.79260254,0.0,6.981024773832593,0.96,,72.565,0.678,5342.561139,100.092,100.195,50.995,49.2,154.1462,103.6463,18.5629,2.33,22.997,0.206,0.206,98.16396907506483,3.022,0.118,29.834,4.433,2.0286,31.049,108.5,0.692,0.417,0.275,6.837,2.98,-2.116,-20.892,175,8.58346043102113
Tonga,5575,Tonga,1997,9.912473869,100.0,10.03272161,,1.023897991,12.96785,13.30057006,44.205,72.06325684,13.63329013,21.703,,10.15835123,75.30638733,0.0,5.944099396418519,0.959,,71.799,0.68,5294.495852,100.298,100.658,51.228,49.43,154.8585,103.6375,18.655,2.278,22.447,0.72,0.715,96.9437,2.972,0.121,29.285,4.3685,2.0002,31.001,108.6,0.694,0.417,0.277,6.838,2.932,-1.567,-15.442,175,8.574423041415674
Tonga,5589,Tonga,2011,10.89443016,96.42857143,10.91545963,,0.990614318,14.95092803,15.24260431,40.024,87.6354599,15.57276181,20.643,,10.93795013,88.38588715,3.571428571,5.061193561,0.963,,61.341,0.72,5699.446117,107.53,107.61,54.08,53.53,165.5546,101.0284,20.1168,2.207,20.319,0.161,0.15,99.39959816440143,2.926,0.115,26.943,3.8417,1.7739,30.578,108.1,0.719,0.406,0.313,6.624,2.898,-2.048,-18.859,175,8.648124276644952
Tonga,5592,Tonga,2014,11.21562697,100.0,11.1823314,,1.124242784,15.21444259,15.51125975,39.176,91.40292512,15.84723637,21.348,,11.10075314,91.24666159,0.0,5.061193561,0.965,,58.962,0.727,5900.359576,106.865,106.626,53.266,53.359,164.0392,99.8266,20.5441,2.043,18.936,-0.479,-0.449,98.16396907506483,2.771,0.115,25.68,3.6353,1.6792,30.487,108.1,0.728,0.407,0.32,6.744,2.745,-2.524,-23.393,175,8.68276857312148
Tonga,5595,Tonga,2017,11.39945659,92.30769231,11.33194133,,1.54463813,15.47795715,15.77991519,38.328,93.09246865,16.12171094,19.097,,11.19521908,92.67408735,7.692307692,5.061193561,0.968,,56.526,0.74,6723.664971,105.557,105.415,52.382,53.032,162.1769,98.7743,20.9378,1.826,17.16,-0.284,-0.269,96.9437,2.556,0.103,24.015,3.407,1.5749,30.439,108.1,0.73,0.405,0.325,6.855,2.533,-2.106,-19.785,175,8.813388667439447
Tonga,5598,Tonga,2020,11.47622061,92.59259259,11.392594,18.24092,1.359761578,15.65363352,16.04857063,37.466,93.52619044,16.30469398,19.098,,11.23541736,93.14792163,7.407407407,4.30943,0.966,10.47889576,55.388,0.745,6861.643049,104.873,105.254,52.092,53.161,161.9292,97.9891,21.4059,1.712,16.193,0.762,0.724,95.7386,2.446,0.106,23.139,3.2668,1.5109,30.428,108.1,0.734,0.404,0.33,6.946,2.425,-0.948,-8.967,175,8.833702203557662
Trinidad and Tobago,5604,Trinidad and Tobago,1994,7.834033065,80.59701493,7.929106818,,13.62459184,11.09832564,11.12510612,44.39,42.01784092,11.15301531,47.264,,8.026548862,41.82803769,19.40298507,,0.944,,74.752,0.67,10468.88734,1297.993,1301.393,644.604,656.789,253.6829,98.1448,24.2048,13.427,10.292,6.801,0.523,132.5329,22.252,2.907,17.058,2.0235,0.9496,27.229,104.0,8.825,4.801,4.025,6.766,21.754,-6.615,-5.071,176,9.256163026966199
Trinidad and Tobago,5616,Trinidad and Tobago,2006,9.933172915,74.62686567,9.959886975,,32.56231378,12.26912059,12.5016159,53.254,57.00974867,12.73915366,39.298,,9.986415386,57.41861131,25.37313433,,0.974,,74.891,0.767,26206.36859,1373.009,1376.919,680.461,696.458,268.4054,97.703,28.6315,11.503,8.343,7.821,0.568,122.033,20.803,2.465,15.087,1.6919,0.7985,27.64,104.3,9.3,5.051,4.249,6.744,20.389,-3.684,-2.672,176,10.173757736165214
Trinidad and Tobago,5619,Trinidad and Tobago,2009,10.28293991,66.66666667,10.30049992,,33.47664146,12.91006981,13.08219282,51.204,59.6944809,13.23931959,41.753,,10.31847,59.56428909,33.33333333,,0.978,,74.511,0.787,26620.88515,1396.714,1401.191,691.854,709.336,273.1366,97.5354,29.8556,12.011,8.563,8.954,0.639,108.4737,20.87,2.283,14.879,1.6903,0.8017,27.645,104.3,8.859,5.037,3.822,6.316,20.488,-3.056,-2.179,176,10.189451342711092
Trinidad and Tobago,5624,Trinidad and Tobago,2014,11.0460357,75.34246575,10.99416892,,34.01810848,13.66999333,13.85958505,51.345,76.95220097,14.02068228,40.267,,10.94344562,73.51427916,24.65753425,9.71398,0.988,,71.825,0.809,27041.19649,1445.822,1450.661,715.233,735.428,282.7799,97.254,32.1562,10.475,7.219,9.678,0.667,103.9201,20.253,1.892,13.958,1.6933,0.807,27.689,104.1,9.778,5.393,4.385,6.739,19.935,-0.799,-0.551,176,10.20511677806848
Trinidad and Tobago,5626,Trinidad and Tobago,2016,11.31315219,68.49315068,11.23672288,,29.07474085,13.89633857,14.12607684,49.725,81.13888915,14.32747714,40.032,,11.16226729,76.94690216,31.50684932,9.71398,0.992,,69.163,0.815,26827.84272,1464.853,1469.33,723.726,745.604,286.419,97.0657,33.151,9.047,6.158,8.953,0.609,113.8173,19.529,1.86,13.292,1.6779,0.8006,27.663,104.1,10.482,5.839,4.643,7.134,19.24,-0.103,-0.07,176,10.19719553467076
Trinidad and Tobago,5628,Trinidad and Tobago,2018,11.58672812,69.8630137,11.48462809,,29.12228216,14.1264316,14.39769272,49.065,83.58112392,14.64098517,39.09,,11.38546445,79.41396701,30.1369863,,0.988,,69.615,0.815,25315.95987,1483.408,1504.709,743.505,761.204,293.3156,97.6749,33.9975,7.099,4.774,42.602,2.831,24.4842,18.67,1.832,12.557,1.6513,0.7877,27.688,104.1,11.571,6.459,5.112,7.783,18.405,35.502,23.878,176,10.139190300730407
Tunisia,5639,Tunisia,1997,3.23372265,93.25153374,4.484773683,26.229009385781247,1.782541857,12.13055992,11.77896023,23.703,17.68245097,11.41178989,10.589,7.19,5.743574649,33.47204531,6.748466258,49.38660222392381,0.826,23.63099891537653,73.552,0.627,6727.51802,9496.222,9557.948,4803.859,4754.088,61.4936,101.0469,21.9765,137.241,14.352,123.451,1.292,53.6492,182.89,5.386,19.126,2.3588,1.0815,30.541,107.7,45.649,26.34,19.309,4.774,178.055,-13.789,-1.442,177,8.813961561155631
Tunisia,5644,Tunisia,2002,4.034681679,88.46153846,5.29522625,23.4958378312582,2.082684353,13.31762981,13.43704987,23.642,22.66965628,13.55873013,6.571,9.61,6.522364432,38.40032358,11.53846154,43.85322463917547,0.856,22.861605687424863,70.032,0.67,7829.054562,10045.127,10094.561,5052.798,5041.762,64.946,100.2189,24.319,117.898,11.668,98.868,0.979,70.8016,167.03,3.625,16.531,1.9694,0.9118,30.842,108.2,49.132,28.146,20.986,4.863,163.774,-19.029,-1.883,177,8.965597036100643
Tunisia,5645,Tunisia,2003,4.214000865,88.46153846,5.467017942,21.04747408768144,2.10408418,13.26566029,13.54868031,23.639,23.74925822,13.83965969,6.428,9.4,6.680556107,39.36112083,11.53846154,38.9398181825596,0.864,22.11726285794927,69.327,0.677,8160.127331,10143.995,10193.798,5097.802,5095.996,65.5845,100.0354,24.8027,120.382,11.796,99.606,0.977,70.9465,170.223,3.559,16.68,1.9789,0.9174,30.97,108.2,49.841,28.62,21.221,4.884,167.1,-20.774,-2.036,177,9.007015052125622
Tunisia,5654,Tunisia,2012,5.772389889,73.2718894,6.741419792,18.85424,2.425177021,14.05619202,14.7186451,25.845,33.34072876,15.45483818,8.296,9.15,7.754539967,46.60235977,26.7281106,34.57692,0.906,21.39715482,70.524,0.724,10392.25355,11112.692,11174.383,5557.114,5617.27,71.8933,98.9291,28.5435,152.935,13.665,123.382,1.104,62.7851,214.699,3.883,19.184,2.2163,1.0432,31.173,106.7,61.764,36.087,25.677,5.519,211.86,-29.555,-2.641,177,9.248815956628622
Tunisia,5657,Tunisia,2015,6.283372521,68.66359447,7.082895041,18.85424,2.618240924,14.22488823,14.8910799,26.107,37.83627415,15.87885151,9.628,10.02,7.917635083,49.20666027,31.33640553,34.57692,0.919,21.30876796,68.982,0.733,10793.65064,11493.401,11557.778,5736.224,5821.554,74.36,98.5342,29.6192,153.982,13.308,128.755,1.114,62.2215,221.215,4.019,19.119,2.2507,1.0646,30.855,105.9,67.233,39.223,28.01,5.811,218.38,-25.23,-2.181,177,9.286713336525462
Tunisia,5658,Tunisia,2016,6.453700066,68.66359447,7.196720123,18.85424,2.56616606,14.2811203,15.12561035,26.649,39.33478928,16.02018929,9.028,10.24,7.972000122,50.07476044,31.33640553,34.57692,0.925,21.28556189,68.626,0.737,10821.75244,11622.156,11685.668,5795.61,5890.058,75.1828,98.3965,29.9783,150.854,12.897,127.023,1.087,63.767,219.666,3.664,18.78,2.2383,1.0597,30.876,105.8,68.812,40.399,28.414,5.883,216.866,-23.826,-2.037,177,9.2893135023173
Tunisia,5660,Tunisia,2018,6.718726889,68.66359447,7.352466164,16.88955,2.53889232,14.39515918,15.3248039,26.478,41.69003565,16.31191375,7.455,8.98,8.013674034,51.2152032,31.33640553,30.70285,0.932,19.31758163,68.207,0.743,11027.26702,11873.707,11933.042,5909.703,6023.338,76.7744,98.1134,30.7082,139.684,11.697,118.669,0.994,69.7331,211.807,2.948,17.737,2.1741,1.0299,30.956,105.7,72.123,42.434,29.689,6.04,209.12,-21.013,-1.76,177,9.308126304573868
Turkmenistan,5513,Turkmenistan,1999,10.45766974,82.0,10.90223101,21.66627387131991,8.42016643,9.035469184453582,8.998935027382116,44.917,90.90121876,8.974058336261983,27.016,5.19,11.38918289,95.29732583,18.0,29.57340756588089,0.942048902557639,19.229040274459617,63.336,0.6731068609042039,6499.897143,4466.619,4501.08,2215.67,2285.41,9.5782,96.9485,19.9291,78.129,17.341,68.921,1.531,45.2741,110.412,6.322,24.507,2.9955,1.3341,27.525,106.5,32.283,17.725,14.558,7.166,105.328,-9.212,-2.045,178,8.77954163160468
Turkmenistan,5515,Turkmenistan,2001,10.42734982,74.0,10.87751643,22.721334717190864,8.325966026,9.787013736260773,9.724145837573378,44.185,92.28092818,9.670185949370683,23.037,7.05,11.37247921,96.13448819,26.0,16.612507283768142,0.9455180635647313,18.471149064720827,62.738,0.68691186442938,6989.00842,4602.724,4635.094,2282.951,2352.143,9.8634,97.0583,20.4212,73.817,15.912,64.74,1.397,49.6168,105.975,5.863,22.844,2.7912,1.2525,27.577,106.4,32.158,17.548,14.611,6.932,101.424,-9.062,-1.953,178,8.852093968226725
Turkmenistan,5523,Turkmenistan,2009,10.48375077,83.2,10.91857462,23.827772804718652,10.01798339,10.60106962,10.50780031,40.101,95.20948322,10.42031295,23.621,6.62,11.39781615,96.82627634,16.8,9.331876877510894,0.949,17.743129293056988,59.128,0.701,11059.94872,5138.967,5180.957,2557.135,2623.822,11.025,97.4584,22.7663,93.586,18.04,83.98,1.621,42.7605,126.882,6.773,24.458,2.769,1.2707,27.923,106.7,33.296,18.238,15.058,6.418,122.846,-9.615,-1.853,178,9.311085638537548
Turkmenistan,5524,Turkmenistan,2010,10.52781769,83.2,10.95285615,24.98809,11.22618613,10.92385913,10.81874549,39.673,95.03591039,10.72143728,24.589,5.69,11.42018154,96.35923708,16.8,5.24207,0.954,17.04380361,58.708,0.711,12185.29259,5222.947,5267.97,2601.133,2666.836,11.2101,97.5363,23.0649,99.676,18.896,90.045,1.709,40.5586,133.314,6.963,25.273,2.8327,1.3014,27.919,106.7,33.638,18.457,15.181,6.377,129.151,-9.627,-1.825,178,9.407984978081233
Turkmenistan,5526,Turkmenistan,2012,10.61595154,83.2,11.02141923,24.988089999999996,12.25040339,11.56943814,11.44063585,38.635,94.68876472,11.32368594,26.558,7.08,11.46491231,95.42515857,16.8,5.24207,0.954,17.04380361,57.627,0.727,14100.61964,5408.631,5458.682,2697.724,2760.958,11.6159,97.7097,23.6179,109.702,20.073,100.102,1.834,37.7943,144.565,7.264,26.452,2.9358,1.3509,27.908,106.8,34.863,19.036,15.827,6.379,140.147,-9.598,-1.756,178,9.553974021499949
Turkmenistan,5535,Turkmenistan,2021,10.92442,75.0,11.26139,26.20491,12.49132843,13.4203701,13.21039963,36.54,93.47375488,12.99555016,21.769,13.13,11.62147,92.15588379,25.0,2.94467,0.956,16.37204107,55.59,0.745,13020.7155,6296.51,6341.855,3141.73,3200.126,13.4953,98.1752,25.8394,95.199,15.007,90.69,1.43,48.4718,136.968,5.265,21.592,2.6674,1.2316,27.857,106.7,41.769,23.356,18.413,6.585,132.864,-4.503,-0.71,178,9.4742968681697
Tuvalu,5696,Tuvalu,1990,6.618752505,91.66666667,7.130229363,25.53438626926302,1.233254796,10.28783035,10.15764046,,17.48614072,10.05877018,46.984,,7.792654365,30.4702787,8.333333333,20.57753839373596,,24.006887255570525,,0.559,3197.71048,9.098,9.182,4.41,4.773,306.0833,92.3842,22.8371,0.208,22.539,0.169,1.841,37.6506,0.304,0.014,32.952,3.9105,1.6976,29.241,107.0,0.096,0.049,0.046,10.413,0.294,-0.037,-4.017,179,8.070190357713429
Tuvalu,5702,Tuvalu,1996,7.37070125,91.66666667,7.817371599,25.08375868705587,0.786013086,10.22842264,9.898117781,,25.91874484,9.545514822,33.606,,8.38464466,36.49473624,8.333333333,17.986403156279565,,22.344820233006665,,0.573,3335.606028,9.594,9.611,4.7,4.91,320.3667,95.7234,23.2996,0.186,19.113,0.034,0.354,44.03820573712956,0.282,0.012,29.035,4.0193,1.7591,29.581,107.0,0.096,0.048,0.048,9.922,0.273,-0.165,-17.012,179,8.11240965938232
Tuvalu,5706,Tuvalu,2000,7.873534375,100.0,8.276660952,24.641083722769686,0.780072387,10.58054034,10.51664321,,31.60712512,10.43852997,34.824,,8.78012055,40.53196506,0.0,15.721545128969549,,20.79782297180278,,0.597,4069.942398,9.644,9.638,4.769,4.869,321.2667,97.9462,22.8475,0.153,15.74,-0.012,-0.125,51.165629099746695,0.251,0.014,25.783,3.8067,1.6739,29.581,107.0,0.098,0.049,0.048,10.043,0.244,-0.161,-16.569,179,8.311384125510935
Tuvalu,5712,Tuvalu,2006,8.627784062,100.0,8.965594982,24.2062210296208,1.086166008,10.7552926,10.95045597,,40.13969553,11.14964929,34.708,,9.373334385,46.58780828,0.0,13.741879301528563,,19.357928855811817,,0.611,4068.23182,9.972,10.03,5.066,4.965,334.35,102.0242,22.7983,0.136,13.48,0.117,1.166,59.4466,0.235,0.014,23.372,3.717,1.6565,29.283,107.0,0.099,0.053,0.046,9.892,0.229,-0.014,-1.395,179,8.310963741778819
Tuvalu,5714,Tuvalu,2008,8.879200625,100.0,9.195239659,23.77903273764762,1.065735893,10.75080945,10.98297448,,42.98388567,11.22127697,34.766,,9.57107233,48.60642269,0.0,12.011494111339704,,18.017722821024176,,0.618,4377.878049,10.209,10.272,5.227,5.045,342.4,103.6075,22.9528,0.127,12.371,0.126,1.227,56.4912,0.229,0.016,22.306,3.5493,1.589,29.168,107.0,0.102,0.056,0.046,9.935,0.223,-0.001,-0.097,179,8.384319422281408
Tuvalu,5721,Tuvalu,2015,9.759158594,93.33333333,9.998996028,23.35938341,0.660239661,11.12622,11.55312,,52.93855115,12.00235,33.965,,10.26315514,55.67157311,6.666666667,10.499,,16.77030317,,0.643,5298.985449,10.889,10.877,5.617,5.261,362.5667,106.7674,23.8978,0.134,12.233,-0.024,-0.221,46.49969375756335,0.245,0.017,22.359,3.217,1.4526,29.097,106.9,0.111,0.065,0.046,10.126,0.24,-0.159,-14.51,179,8.575270656499182
Tuvalu,5726,Tuvalu,2020,10.3877,93.75,10.57310772,22.94714,0.641460312,9.34623,9.40443,,60.04902649,9.46434,33.603,,10.7575,60.71810913,6.25,9.17696,,15.60924603,,0.639,6218.763904,10.998,11.069,5.702,5.367,368.9667,106.2418,24.8704,0.149,13.444,0.142,1.283,54.0255,0.262,0.014,23.632,3.1881,1.4469,29.032,106.9,0.113,0.068,0.045,10.188,0.258,-0.015,-1.354,179,8.735326436723499
Türkiye,5665,Türkiye,1991,3.335611135,97.63636364,4.510434245,23.34191552195669,2.880749459,10.41300964,9.188130379,34.376,11.82701898,7.875750065,67.449,9.95,5.743108937,26.05410535,2.363636364,17.667695622873158,0.829,17.51426556914386,80.814,0.604,12853.99247,54829.852,55321.172,27893.784,27427.388,71.8826,101.7005,21.1457,1040.963,18.806,982.64,1.776,39.0286,1409.823,193.051,25.47,3.0483,1.3668,27.197,105.4,368.86,209.518,159.342,6.664,1350.066,-58.319,-1.054,180,9.461409740121196
Türkiye,5669,Türkiye,1995,3.566064316,97.63636364,4.730743288,23.27597849556482,3.093075087,10.95899963,9.732910156,31.16,13.09954634,8.491470337,59.807,10.14,6.164478343,30.58099674,2.363636364,16.783975069671342,0.831,16.952257769545056,78.384,0.625,14057.79503,58820.056,59305.49,29857.344,29448.145,77.0597,101.3896,22.2302,1051.916,17.724,970.867,1.637,42.3425,1421.579,182.796,23.953,2.7915,1.2744,26.889,105.5,369.663,211.016,158.647,6.229,1371.484,-81.045,-1.366,180,9.550932327319414
