,country,expected_years_of_schooling
2442,Hungary,14.23414993
2448,Hungary,15.28851986
2432,Hungary,11.12654018
2455,Hungary,15.61968994
2461,Hungary,15.0336281
2459,Hungary,15.20417976
2449,Hungary,15.28890038
2438,Hungary,12.6177597
2453,Hungary,15.19478989
2462,Hungary,15.0336281
2447,Hungary,15.17901039
2437,Hungary,12.4127903
2456,Hungary,15.42549038
2444,Hungary,14.88370991
2458,Hungary,15.11898041
2436,Hungary,12.27060986
2454,Hungary,15.24335957
2460,Hungary,15.12946033
2439,Hungary,13.05292988
2457,Hungary,15.21959972
2463,Hungary,15.0336281
2650,Iceland,19.17450905
2628,Iceland,15.69215965
2641,Iceland,18.2290802
2649,Iceland,19.34770012
2633,Iceland,16.81957054
2644,Iceland,18.52108955
2624,Iceland,14.23715019
2645,Iceland,18.54735947
2625,Iceland,15.29761028
2626,Iceland,15.59636021
2647,Iceland,19.47475052
2653,Iceland,19.16305923
2631,Iceland,16.34880018
2652,Iceland,19.17563057
2651,Iceland,19.08308983
2632,Iceland,16.8168602
2629,Iceland,15.82032967
2634,Iceland,17.13028908
2640,Iceland,18.30336952
2654,Iceland,19.16305923
2646,Iceland,18.84399033
2643,Iceland,18.32003021
2630,Iceland,15.88074017
2639,Iceland,18.16902924
2642,Iceland,18.39888954
2637,Iceland,18.35300064
2516,India,10.73542976
2510,India,9.386282921
2507,India,8.337169647
2522,India,12.34372044
2508,India,8.527839661
2509,India,9.122170448
2513,India,10.17862034
2517,India,11.29448032
2500,India,8.118997343
2518,India,11.52486038
2501,India,8.149950027
2524,India,11.81347513
2506,India,8.306489944
2519,India,11.54076004
2504,India,8.242063522
2520,India,11.86649036
2521,India,11.94699955
2526,India,11.87462044
2512,India,9.914507866
2497,India,8.026842836
2503,India,8.209850311
2515,India,10.41897011
2505,India,8.274276733
2527,India,11.87462044
2498,India,8.057444193
2492,Indonesia,13.60698032
2475,Indonesia,10.63712978
2487,Indonesia,12.92486
2464,Indonesia,10.07166958
2476,Indonesia,10.75983047
2473,Indonesia,10.68282032
2468,Indonesia,9.88506031
2477,Indonesia,10.97385025
2474,Indonesia,10.57404041
2489,Indonesia,13.33804035
2472,Indonesia,10.57161045
2466,Indonesia,9.770970345
2481,Indonesia,11.67477036
2491,Indonesia,13.53096962
2467,Indonesia,9.717000008
2480,Indonesia,10.99732971
2479,Indonesia,10.94575024
2488,Indonesia,12.88265991
2495,Indonesia,13.74889386
2486,Indonesia,12.89035034
2470,Indonesia,10.21537971
2471,Indonesia,10.52087975
2465,Indonesia,9.876020432
2494,Indonesia,13.74889386
2483,Indonesia,12.13866043
2482,Indonesia,11.67576027
2574,Iran (Islamic Republic of),11.6090498
2590,Iran (Islamic Republic of),14.61524963
2578,Iran (Islamic Republic of),12.61373997
2565,Iran (Islamic Republic of),10.78374004
2566,Iran (Islamic Republic of),10.95379996
2560,Iran (Islamic Republic of),10.08364157
2571,Iran (Islamic Republic of),11.96055031
2583,Iran (Islamic Republic of),14.66059017
2570,Iran (Islamic Republic of),11.53203964
2591,Iran (Islamic Republic of),14.61524963
2580,Iran (Islamic Republic of),12.85377026
2582,Iran (Islamic Republic of),14.76996994
2572,Iran (Islamic Republic of),11.93974018
2588,Iran (Islamic Republic of),14.74757004
2564,Iran (Islamic Republic of),10.63993581
2573,Iran (Islamic Republic of),11.96312046
2585,Iran (Islamic Republic of),14.87814045
2576,Iran (Islamic Republic of),11.79074001
2584,Iran (Islamic Republic of),14.65942001
2586,Iran (Islamic Republic of),14.93214035
2589,Iran (Islamic Republic of),14.68140984
2569,Iran (Islamic Republic of),11.46397972
2561,Iran (Islamic Republic of),10.21992719
2563,Iran (Islamic Republic of),10.49804925
2581,Iran (Islamic Republic of),13.31478977
2616,Iraq,11.43658425
2617,Iraq,11.565888
2593,Iraq,9.501616
2618,Iraq,11.69519175
2592,Iraq,9.614478
2601,Iraq,8.654310226
2595,Iraq,9.275892
2603,Iraq,9.131287336
2613,Iraq,11.048673
2600,Iraq,8.711582
2596,Iraq,9.16303
2604,Iraq,9.474034786
2610,Iraq,10.66761158
2621,Iraq,12.08747317
2597,Iraq,9.050168
2609,Iraq,10.54059111
2598,Iraq,8.937306
2607,Iraq,10.28655016
2605,Iraq,9.816782236
2602,Iraq,8.788539886
2620,Iraq,11.95379925
2594,Iraq,9.388754
2623,Iraq,12.08747317
2612,Iraq,10.92165253
2611,Iraq,10.79463205
2528,Ireland,12.34974957
2548,Ireland,17.46286964
2536,Ireland,16.17416954
2551,Ireland,18.06964493
2544,Ireland,16.97068977
2555,Ireland,18.70528984
2543,Ireland,17.23913956
2533,Ireland,13.32575989
2549,Ireland,17.93795967
2553,Ireland,18.70903015
2552,Ireland,18.18281937
2537,Ireland,16.32534027
2534,Ireland,13.36120987
2557,Ireland,18.94522095
2529,Ireland,12.36942959
2532,Ireland,13.26047993
2558,Ireland,18.94522095
2535,Ireland,13.5766201
2556,Ireland,19.75616074
2539,Ireland,16.56286049
2550,Ireland,17.95647049
2540,Ireland,16.80606079
2559,Ireland,18.94522095
2530,Ireland,12.55916023
2554,Ireland,18.79326057
2545,Ireland,17.01375961
2668,Israel,16.22184944
2658,Israel,13.42135
2676,Israel,16.07172012
2674,Israel,15.75245953
2667,Israel,15.4809103
2665,Israel,15.37351036
2670,Israel,15.97373009
2659,Israel,13.62749004
2683,Israel,16.16283035
2685,Israel,16.05088997
2656,Israel,12.87395
2666,Israel,15.29668045
2675,Israel,15.86003971
2679,Israel,16.14162064
2684,Israel,16.1252594
2687,Israel,16.05088997
2662,Israel,13.83495998
2660,Israel,13.67351484
2677,Israel,16.1223793
2657,Israel,13.21520996
2663,Israel,14.34781011
2673,Israel,15.95351028
2661,Israel,13.71953964
2672,Israel,15.83117008
2671,Israel,15.93305016
2682,Israel,16.08654022
2692,Italy,13.9201498
2714,Italy,15.97875977
2701,Italy,15.80438995
2688,Italy,12.81748009
2716,Italy,16.17503929
2711,Italy,16.18659019
2712,Italy,16.10824966
2698,Italy,15.00973988
2704,Italy,16.27749062
2710,Italy,16.46610069
2695,Italy,14.57250023
2702,Italy,15.94890976
2719,Italy,16.22678947
2694,Italy,14.23950958
2715,Italy,16.08889961
2703,Italy,16.10302925
2693,Italy,14.06558037
2696,Italy,14.77297974
2689,Italy,12.99248028
2713,Italy,16.03336906
2697,Italy,14.92212009
2700,Italy,15.58602047
2705,Italy,16.35603905
2691,Italy,13.47467041
2690,Italy,13.24015045
2722,Jamaica,11.26312101
2744,Jamaica,13.04630857
2741,Jamaica,12.835763
2727,Jamaica,11.24387765
2730,Jamaica,10.80220032
2749,Jamaica,13.40492042
2743,Jamaica,12.97574575
2738,Jamaica,12.62973167
2736,Jamaica,12.49237744
2728,Jamaica,11.24002898
2742,Jamaica,12.90556458
2746,Jamaica,13.18858746
2726,Jamaica,11.24772632
2725,Jamaica,11.25157499
2733,Jamaica,10.98355961
2731,Jamaica,11.59801006
2729,Jamaica,11.23618031
2750,Jamaica,13.40492042
2751,Jamaica,13.40492042
2720,Jamaica,11.27081967
2724,Jamaica,11.25542367
2735,Jamaica,12.42370033
2747,Jamaica,13.26030772
2745,Jamaica,13.11725511
2723,Jamaica,11.25927234
2799,Japan,14.52005555
2784,Japan,13.01529026
2809,Japan,15.16511414
2803,Japan,14.77807899
2801,Japan,14.64906727
2806,Japan,14.97159656
2792,Japan,14.07285023
2797,Japan,14.39104384
2804,Japan,14.84258485
2810,Japan,15.22962
2800,Japan,14.58456141
2815,Japan,15.22162588
2789,Japan,13.93715954
2814,Japan,15.22162588
2802,Japan,14.71357313
2788,Japan,13.85690975
2811,Japan,15.21569
2808,Japan,15.10060828
2812,Japan,15.1905
2805,Japan,14.90709071
2796,Japan,14.32653798
2790,Japan,13.98238977
2795,Japan,14.26203212
2813,Japan,15.22162588
2798,Japan,14.45554969
2807,Japan,15.03610242
2773,Jordan,11.23715019
2761,Jordan,11.85400724
2754,Jordan,11.5805397
2753,Jordan,11.40272045
2764,Jordan,12.33487988
2768,Jordan,12.63064957
2759,Jordan,11.68886232
2769,Jordan,12.55109024
2758,Jordan,11.60628986
2765,Jordan,12.60367966
2779,Jordan,10.14295006
2778,Jordan,10.34175396
2756,Jordan,11.4191103
2760,Jordan,11.77143478
2772,Jordan,11.6094799
2783,Jordan,10.64655972
2766,Jordan,12.79255962
2752,Jordan,11.23939991
2782,Jordan,10.64655972
2777,Jordan,10.54055786
2771,Jordan,12.07672501
2763,Jordan,12.13572979
2780,Jordan,10.41676998
2776,Jordan,10.73936176
2755,Jordan,11.53104973
2817,Kazakhstan,12.46156025
2827,Kazakhstan,12.77585316
2821,Kazakhstan,12.08150597
2847,Kazakhstan,15.76500034
2816,Kazakhstan,12.53703022
2832,Kazakhstan,14.78297043
2837,Kazakhstan,14.82793999
2824,Kazakhstan,12.14056377
2825,Kazakhstan,12.16024971
2842,Kazakhstan,15.14945984
2838,Kazakhstan,15.1076498
2841,Kazakhstan,15.11816025
2834,Kazakhstan,14.66742039
2822,Kazakhstan,12.1011919
2835,Kazakhstan,14.60964537
2826,Kazakhstan,12.3744297
2836,Kazakhstan,14.55187035
2823,Kazakhstan,12.12087784
2846,Kazakhstan,15.76500034
2833,Kazakhstan,14.72519541
2843,Kazakhstan,15.29436016
2840,Kazakhstan,15.12672043
2845,Kazakhstan,15.6129303
2828,Kazakhstan,13.17727661
2830,Kazakhstan,13.98012352
2877,Kenya,10.69855835
2863,Kenya,9.243659973
2858,Kenya,8.190079689
2855,Kenya,8.131922606
2851,Kenya,7.826093425
2871,Kenya,10.43836989
2850,Kenya,7.751799664
2873,Kenya,10.52415263
2874,Kenya,10.56748569
2860,Kenya,8.103170395
2868,Kenya,10.31048778
2859,Kenya,8.320119858
2853,Kenya,7.979008016
2876,Kenya,10.65468781
2875,Kenya,10.61099717
2872,Kenya,10.48099726
2856,Kenya,8.208379902
2849,Kenya,7.678211181
2866,Kenya,10.00389004
2869,Kenya,10.35311515
2861,Kenya,8.662880421
2854,Kenya,8.055465311
2852,Kenya,7.90255072
2857,Kenya,8.199229795
2878,Kenya,10.69855835
2948,Kiribati,10.95890999
2975,Kiribati,11.801993
2944,Kiribati,10.44217968
2968,Kiribati,11.81237781
2970,Kiribati,11.80822389
2946,Kiribati,10.97579002
2969,Kiribati,11.81030085
2955,Kiribati,11.73746967
2951,Kiribati,10.6796004
2959,Kiribati,12.12123966
2972,Kiribati,11.80406996
2947,Kiribati,10.96735001
2962,Kiribati,11.82483959
2958,Kiribati,12.15614033
2966,Kiribati,11.81653174
2971,Kiribati,11.80614693
2963,Kiribati,11.82276263
2967,Kiribati,11.81445478
2950,Kiribati,11.01930046
2945,Kiribati,10.83154011
2953,Kiribati,10.00020027
2961,Kiribati,11.61940956
2957,Kiribati,12.38922024
2964,Kiribati,11.82068567
2952,Kiribati,10.33990033
3042,Kuwait,7.250619888
3066,Kuwait,14.84911922
3040,Kuwait,10.94134045
3063,Kuwait,14.17085304
3068,Kuwait,15.16432838
3059,Kuwait,13.87098503
3060,Kuwait,13.94595203
3054,Kuwait,13.49615002
3055,Kuwait,13.57111702
3064,Kuwait,14.24582005
3065,Kuwait,14.69398022
3043,Kuwait,8.267809868
3050,Kuwait,12.99305487
3052,Kuwait,13.01471472
3071,Kuwait,15.32443332
3041,Kuwait,9.095980167
3062,Kuwait,14.09588604
3057,Kuwait,13.72105103
3047,Kuwait,13.16524982
3049,Kuwait,13.25778008
3058,Kuwait,13.79601803
3069,Kuwait,15.32443332
3046,Kuwait,12.9972496
3070,Kuwait,15.32443332
3056,Kuwait,13.64608402
3044,Kuwait,9.852399826
2882,Kyrgyzstan,11.62413025
2895,Kyrgyzstan,12.56025982
2887,Kyrgyzstan,10.91432667
2898,Kyrgyzstan,12.57874966
2903,Kyrgyzstan,12.93120003
2891,Kyrgyzstan,12.19270039
2888,Kyrgyzstan,11.22022343
2899,Kyrgyzstan,12.48820972
2894,Kyrgyzstan,12.49370956
2902,Kyrgyzstan,12.68334007
2896,Kyrgyzstan,12.68754959
2893,Kyrgyzstan,12.54905987
2889,Kyrgyzstan,11.52612019
2911,Kyrgyzstan,13.1953001
2910,Kyrgyzstan,13.1953001
2884,Kyrgyzstan,10.82456017
2907,Kyrgyzstan,12.97451019
2890,Kyrgyzstan,11.84471989
2905,Kyrgyzstan,12.96702957
2904,Kyrgyzstan,13.01056004
2908,Kyrgyzstan,12.96755981
2901,Kyrgyzstan,12.34677029
2909,Kyrgyzstan,13.03588009
2892,Kyrgyzstan,12.28594017
2881,Kyrgyzstan,11.79125023
3074,Lao People's Democratic Republic,6.780846755
3098,Lao People's Democratic Republic,11.15810966
3081,Lao People's Democratic Republic,7.997290134
3087,Lao People's Democratic Republic,8.992280006
3100,Lao People's Democratic Republic,10.63469982
3086,Lao People's Democratic Republic,8.768010139
3085,Lao People's Democratic Republic,8.60739994
3095,Lao People's Democratic Republic,10.81301022
3091,Lao People's Democratic Republic,9.736579895
3079,Lao People's Democratic Republic,7.673789978
3077,Lao People's Democratic Republic,6.842470169
3101,Lao People's Democratic Republic,10.47854042
3103,Lao People's Democratic Republic,10.13611031
3082,Lao People's Democratic Republic,7.999300003
3076,Lao People's Democratic Republic,7.162789822
3093,Lao People's Democratic Republic,10.35177994
3097,Lao People's Democratic Republic,11.22173977
3075,Lao People's Democratic Republic,6.877960205
3088,Lao People's Democratic Republic,9.078969955
3094,Lao People's Democratic Republic,10.51441956
3084,Lao People's Democratic Republic,8.274680138
3078,Lao People's Democratic Republic,7.45126009
3089,Lao People's Democratic Republic,9.265709877
3073,Lao People's Democratic Republic,6.683733304
3099,Lao People's Democratic Republic,10.98723984
3420,Latvia,16.23089027
3392,Latvia,12.66884041
3395,Latvia,11.88483047
3404,Latvia,15.02884007
3398,Latvia,11.89087963
3408,Latvia,15.98433971
3410,Latvia,15.92555046
3413,Latvia,15.53017044
3415,Latvia,15.8287096
3409,Latvia,15.90223026
3411,Latvia,15.57306004
3422,Latvia,16.20252991
3399,Latvia,12.27278042
3396,Latvia,11.5771904
3412,Latvia,15.50370026
3397,Latvia,11.63290977
3405,Latvia,15.25129986
3403,Latvia,14.57145023
3414,Latvia,15.38467979
3406,Latvia,15.68218994
3418,Latvia,15.98268986
3400,Latvia,12.88967991
3417,Latvia,15.83139992
3402,Latvia,13.93457031
3394,Latvia,12.36756039
3419,Latvia,16.16769028
3124,Lebanon,13.216
3113,Lebanon,14.91555
3128,Lebanon,11.48094
3126,Lebanon,12.50924
3109,Lebanon,12.5188625
3121,Lebanon,13.0529
3116,Lebanon,14.81091
3134,Lebanon,11.28587
3123,Lebanon,13.31794
3122,Lebanon,13.15881
3135,Lebanon,11.28587
3115,Lebanon,15.20376
3125,Lebanon,13.28792
3119,Lebanon,13.24125
3105,Lebanon,11.86972429
3107,Lebanon,12.1912475
3110,Lebanon,12.68267
3114,Lebanon,14.9636
3133,Lebanon,11.28587
3106,Lebanon,12.02744
3120,Lebanon,12.88843
3104,Lebanon,11.71200857
3108,Lebanon,12.355055
3127,Lebanon,12.25366
3118,Lebanon,13.70269
3302,Lesotho,8.735159874
3314,Lesotho,11.64011033
3326,Lesotho,12.04087801
3309,Lesotho,10.39723015
3322,Lesotho,11.97399998
3319,Lesotho,11.97321987
3301,Lesotho,8.821840286
3325,Lesotho,12.04087801
3327,Lesotho,12.04087801
3311,Lesotho,10.96033001
3320,Lesotho,11.92323017
3305,Lesotho,8.508879662
3307,Lesotho,9.597189903
3296,Lesotho,8.651200294
3323,Lesotho,12.13148975
3298,Lesotho,8.733690262
3313,Lesotho,11.45768038
3321,Lesotho,11.8165102
3299,Lesotho,8.460089684
3312,Lesotho,11.27525043
3324,Lesotho,12.08609896
3306,Lesotho,9.336930275
3297,Lesotho,8.7855196
3315,Lesotho,11.82254028
3317,Lesotho,12.18740018
3308,Lesotho,9.874540329
3150,Liberia,10.16482192
3143,Liberia,10.145064755
3162,Liberia,10.12530759
3155,Liberia,9.766126
3137,Liberia,9.809646986
3140,Liberia,9.809646986
3152,Liberia,9.853167972
3166,Liberia,10.42078972
3167,Liberia,10.42078972
3156,Liberia,9.8005185
3153,Liberia,9.697341
3164,Liberia,10.27304866
3151,Liberia,9.853167972
3159,Liberia,9.903696
3161,Liberia,10.05143706
3145,Liberia,8.889519691
3146,Liberia,10.78812981
3138,Liberia,10.328716655
3158,Liberia,9.8693035
3147,Liberia,10.63230283
3160,Liberia,9.977566531
3148,Liberia,10.47647586
3142,Liberia,10.33782699
3163,Liberia,10.19917812
3144,Liberia,
3136,Liberia,
3187,Libya,14.30692143
3177,Libya,15.49324263
3186,Libya,14.57700286
3191,Libya,13.2799874
3196,Libya,12.789937
3178,Libya,15.65731842
3189,Libya,13.71967
3193,Libya,13.0349622
3181,Libya,15.45261955
3185,Libya,14.84708429
3180,Libya,15.58174038
3192,Libya,13.1574748
3188,Libya,14.03684
3190,Libya,13.4025
3198,Libya,12.85428
3174,Libya,15.00101526
3179,Libya,15.82139421
3194,Libya,12.9124496
3169,Libya,14.18063632
3183,Libya,15.38724714
3168,Libya,14.01656053
3173,Libya,14.83693947
3171,Libya,14.50878789
3184,Libya,15.11716571
3175,Libya,15.16509105
3182,Libya,15.65732857
3236,Liechtenstein,
3263,Liechtenstein,15.18157005
3258,Liechtenstein,14.7209301
3244,Liechtenstein,14.12725698
3237,Liechtenstein,14.576398665
3234,Liechtenstein,14.576398665
3254,Liechtenstein,15.02554035
3247,Liechtenstein,14.29856014
3252,Liechtenstein,14.51568985
3259,Liechtenstein,14.88391018
3245,Liechtenstein,14.21391964
3262,Liechtenstein,15.18157005
3239,Liechtenstein,15.00594759
3235,Liechtenstein,15.00594759
3255,Liechtenstein,14.83032513
3251,Liechtenstein,14.48534966
3242,Liechtenstein,13.95551359
3243,Liechtenstein,14.0411227
3253,Liechtenstein,14.84086037
3241,Liechtenstein,14.730865005
3260,Liechtenstein,14.62086964
3238,Liechtenstein,14.901219845
3261,Liechtenstein,15.18157005
3232,Liechtenstein,14.908339975
3256,Liechtenstein,14.6351099
3248,Liechtenstein,14.46555042
3338,Lithuania,14.40340996
3351,Lithuania,16.60783958
3356,Lithuania,16.56925011
3346,Lithuania,16.72579956
3358,Lithuania,16.28506088
3329,Lithuania,12.63996983
3332,Lithuania,11.76371002
3357,Lithuania,16.28506088
3355,Lithuania,16.63731003
3345,Lithuania,16.69595909
3335,Lithuania,12.92078018
3347,Lithuania,16.83357048
3349,Lithuania,16.85102081
3344,Lithuania,16.69487
3343,Lithuania,16.37878036
3341,Lithuania,15.94620037
3337,Lithuania,13.84819984
3354,Lithuania,16.49953079
3333,Lithuania,11.97601032
3348,Lithuania,16.79044914
3340,Lithuania,15.43988037
3334,Lithuania,12.40145016
3339,Lithuania,14.95748997
3328,Lithuania,12.84978008
3336,Lithuania,13.39538956
3385,Luxembourg,14.06476974
3381,Luxembourg,13.9084549
3372,Luxembourg,13.55920029
3384,Luxembourg,14.0039498
3377,Luxembourg,13.51607513
3389,Luxembourg,14.39813995
3360,Luxembourg,10.5273252
3383,Luxembourg,13.94312986
3364,Luxembourg,11.75774956
3379,Luxembourg,13.73584509
3378,Luxembourg,13.5370903
3390,Luxembourg,14.39813995
3374,Luxembourg,13.51615334
3371,Luxembourg,13.50298023
3388,Luxembourg,14.31532001
3375,Luxembourg,13.50560665
3362,Luxembourg,11.12554058
3370,Luxembourg,13.44017982
3387,Luxembourg,14.25582027
3386,Luxembourg,14.22751999
3366,Luxembourg,12.2501297
3369,Luxembourg,13.4890604
3376,Luxembourg,13.49505997
3361,Luxembourg,10.8223003
3368,Luxembourg,12.74400997
3382,Luxembourg,13.88230991
3536,Madagascar,9.171469688
3548,Madagascar,10.17391968
3521,Madagascar,6.511512884
3528,Madagascar,7.807721678
3537,Madagascar,9.414819717
3532,Madagascar,8.548412418
3542,Madagascar,10.30860996
3551,Madagascar,10.13499142
3522,Madagascar,6.696685568
3541,Madagascar,10.13344002
3550,Madagascar,10.13499142
3546,Madagascar,10.41318035
3534,Madagascar,8.918757788
3524,Madagascar,7.067030938
3545,Madagascar,10.56871033
3539,Madagascar,10.18243027
3526,Madagascar,7.437376308
3544,Madagascar,10.43931007
3530,Madagascar,8.178067048
3520,Madagascar,6.326340199
3529,Madagascar,7.992894363
3547,Madagascar,10.29355001
3538,Madagascar,9.723139763
3549,Madagascar,10.13499142
3535,Madagascar,9.103930473
3531,Madagascar,8.363239733
3955,Malawi,10.43745995
3961,Malawi,11.76160417
3939,Malawi,7.150440216
3952,Malawi,9.941060066
3957,Malawi,10.91059971
3964,Malawi,12.4431407
3966,Malawi,12.67898523
3948,Malawi,10.62281036
3944,Malawi,10.91965675
3960,Malawi,11.54282403
3965,Malawi,12.67898523
3967,Malawi,12.67898523
3958,Malawi,11.1173968
3959,Malawi,11.32811348
3962,Malawi,11.98453101
3942,Malawi,10.68700981
3941,Malawi,10.89968967
3937,Malawi,5.745250225
3947,Malawi,10.66903019
3943,Malawi,10.80333328
3954,Malawi,10.11480999
3945,Malawi,11.03598022
3951,Malawi,9.846899986
3936,Malawi,5.529300213
3950,Malawi,9.970439911
3993,Malaysia,13.66390991
3979,Malaysia,12.0710001
3992,Malaysia,13.45189953
3978,Malaysia,11.91814995
3983,Malaysia,12.69880962
3972,Malaysia,10.22583008
3994,Malaysia,13.8724699
3971,Malaysia,10.16162014
3997,Malaysia,13.48631954
3990,Malaysia,13.00349998
3969,Malaysia,9.987910271
3985,Malaysia,12.34319019
3999,Malaysia,13.34304047
3984,Malaysia,12.19968987
3991,Malaysia,13.22638035
3995,Malaysia,13.67864037
3977,Malaysia,11.61859035
3982,Malaysia,12.96833992
3998,Malaysia,13.34304047
3981,Malaysia,12.74166965
3970,Malaysia,10.17436981
3980,Malaysia,12.19441986
3968,Malaysia,9.827679634
3976,Malaysia,11.61190033
3974,Malaysia,10.72850672
3565,Maldives,12.16390991
3576,Maldives,12.48820347
3553,Maldives,12.09294674
3555,Maldives,12.09294674
3564,Maldives,11.69769001
3552,Maldives,12.063465505
3574,Maldives,12.429241
3582,Maldives,12.63560963
3572,Maldives,12.37027854
3571,Maldives,12.34079731
3567,Maldives,12.22287238
3583,Maldives,12.63560963
3575,Maldives,12.45872223
3569,Maldives,12.28183484
3573,Maldives,12.39975977
3556,Maldives,11.880054715
3554,Maldives,11.880054715
3561,Maldives,11.36034966
3560,Maldives,10.60083961
3566,Maldives,12.19339114
3568,Maldives,12.25235361
3558,Maldives,10.02378135
3579,Maldives,12.57664716
3580,Maldives,12.60612839
3562,Maldives,11.82178974
3581,Maldives,12.63560963
3697,Mali,6.817057431
3695,Mali,6.187992513
3694,Mali,5.873460054
3703,Mali,7.372990131
3693,Mali,5.558927596
3686,Mali,3.30328989
3687,Mali,3.682650089
3705,Mali,7.347839832
3699,Mali,7.411950111
3684,Mali,2.796649933
3685,Mali,3.044699907
3692,Mali,5.244395137
3707,Mali,7.461060047
3708,Mali,7.442024549
3711,Mali,7.423037617
3704,Mali,7.541309834
3680,Mali,2.076570034
3691,Mali,4.929862678
3681,Mali,2.160510063
3683,Mali,2.548599958
3682,Mali,2.32198
3706,Mali,7.403979778
3702,Mali,7.564219952
3698,Mali,7.13158989
3710,Mali,7.423037617
3742,Malta,16.83856964
3727,Malta,14.81480026
3740,Malta,16.58428001
3736,Malta,15.41316032
3722,Malta,13.85346031
3732,Malta,15.50555992
3719,Malta,13.50568962
3721,Malta,13.90585995
3726,Malta,14.8710804
3738,Malta,15.84722996
3733,Malta,15.02422047
3715,Malta,13.11435986
3731,Malta,15.07639503
3725,Malta,14.33407974
3728,Malta,14.49178028
3723,Malta,14.06742001
3729,Malta,14.79811954
3743,Malta,16.83856964
3730,Malta,14.64723015
3734,Malta,15.16574001
3735,Malta,15.26920033
3713,Malta,12.82454014
3714,Malta,12.94983959
3720,Malta,13.97060013
3717,Malta,13.3376503
3634,Marshall Islands,11.48679088
3643,Marshall Islands,10.46613272
3618,Marshall Islands,10.863055339999999
3636,Marshall Islands,11.25997796
3632,Marshall Islands,11.71360381
3639,Marshall Islands,10.91975857
3641,Marshall Islands,10.69294565
3620,Marshall Islands,10.466132725000001
3646,Marshall Islands,10.2393198
3635,Marshall Islands,11.37338442
3637,Marshall Islands,11.1465715
3627,Marshall Islands,10.863055345
3619,Marshall Islands,10.863055345
3642,Marshall Islands,10.57953919
3631,Marshall Islands,11.82701027
3626,Marshall Islands,11.31668119
3640,Marshall Islands,10.80635211
3630,Marshall Islands,11.94041673
3628,Marshall Islands,12.16722965
3629,Marshall Islands,12.05382319
3623,Marshall Islands,11.54349411
3616,Marshall Islands,11.54349411
3638,Marshall Islands,11.03316503
3621,Marshall Islands,11.316681185
3633,Marshall Islands,11.60019734
3888,Mauritania,7.556079865
3898,Mauritania,8.617939949
3873,Mauritania,3.828249931
3883,Mauritania,6.55742979
3891,Mauritania,7.794020176
3876,Mauritania,5.327489853
3887,Mauritania,7.332839966
3902,Mauritania,9.376159668
3877,Mauritania,5.474870205
3901,Mauritania,9.376159668
3885,Mauritania,6.777100086
3893,Mauritania,7.97796011
3889,Mauritania,7.436579943
3890,Mauritania,7.317080021
3895,Mauritania,8.676250458
3892,Mauritania,7.878290176
3899,Mauritania,8.588339806
3900,Mauritania,9.106389999
3879,Mauritania,5.780069828
3881,Mauritania,6.384640217
3880,Mauritania,6.177780151
3875,Mauritania,4.642859936
3896,Mauritania,8.850930214
3903,Mauritania,9.376159668
3878,Mauritania,5.728159904
3935,Mauritius,15.17352977
3926,Mauritius,14.77875042
3933,Mauritius,15.17352977
3922,Mauritius,13.73890018
3918,Mauritius,13.01842976
3911,Mauritius,11.52077961
3905,Mauritius,10.64156659
3913,Mauritius,12.1017704
3921,Mauritius,13.63586998
3908,Mauritius,11.07175668
3920,Mauritius,13.53824997
3924,Mauritius,14.08798027
3923,Mauritius,13.98771
3915,Mauritius,12.54360962
3916,Mauritius,12.56184006
3932,Mauritius,15.11495162
3904,Mauritius,10.4981699
3912,Mauritius,11.81127501
3917,Mauritius,12.84302998
3927,Mauritius,14.80132961
3931,Mauritius,15.05659962
3909,Mauritius,11.21515338
3910,Mauritius,11.35855007
3907,Mauritius,10.92835999
3934,Mauritius,15.17352977
3906,Mauritius,10.78496329
3609,Mexico,14.19680977
3612,Mexico,14.8653698
3608,Mexico,14.04314995
3610,Mexico,14.6375103
3585,Mexico,10.76844025
3591,Mexico,11.20818043
3597,Mexico,12.65472984
3586,Mexico,10.73659992
3599,Mexico,12.79951954
3590,Mexico,11.06879997
3595,Mexico,12.02698994
3592,Mexico,11.51010036
3584,Mexico,10.94775963
3613,Mexico,14.86443996
3598,Mexico,12.74703979
3603,Mexico,13.26840019
3615,Mexico,14.86443996
3604,Mexico,13.39920998
3594,Mexico,11.98775005
3593,Mexico,11.7263298
3605,Mexico,13.44375992
3611,Mexico,14.80978012
3606,Mexico,13.70121002
3602,Mexico,13.20757961
3589,Mexico,10.93690968
1897,Micronesia,
1892,Micronesia,
1894,Micronesia,
1890,Micronesia,
1909,Micronesia,11.20826347
1918,Micronesia,11.54947988
1889,Micronesia,11.380778235000001
1910,Micronesia,11.21207659
1913,Micronesia,11.084
1912,Micronesia,11.19229604
1906,Micronesia,11.355704
1901,Micronesia,10.542239
1893,Micronesia,10.704932
1903,Micronesia,10.867625
1899,Micronesia,10.216853
1895,Micronesia,10.1355065
1898,Micronesia,10.05416
1917,Micronesia,11.54947988
1915,Micronesia,11.4190139
1908,Micronesia,11.17267438
1919,Micronesia,11.54947988
1911,Micronesia,11.17616973
1896,Micronesia,11.184590365
1888,Micronesia,11.184590365
1891,Micronesia,11.184590365
1905,Micronesia,11.193011
3509,Moldova,13.61015546
3515,Moldova,14.29790974
3503,Moldova,11.55263153
3514,Moldova,14.07479954
3517,Moldova,14.46210003
