,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
78,Albania,False,False,False,False,False,False,False,False,False
1117,Cameroon,False,False,False,False,False,False,False,False,False
1581,Algeria,False,False,False,False,False,False,False,False,False
5186,Slovakia,False,False,False,False,False,False,False,False,False
2212,Grenada,True,False,False,True,False,False,False,False,False
4073,Nigeria,True,False,False,True,False,False,False,False,False
867,Botswana,False,False,False,False,False,False,False,False,False
982,Switzerland,False,False,False,False,False,False,False,False,False
3137,Liberia,True,False,False,False,False,False,False,False,False
795,Barbados,False,False,False,False,False,False,False,False,False
5352,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
3821,Mongolia,False,False,False,False,False,False,False,False,False
1850,Fiji,False,False,False,False,False,False,False,False,False
5380,Chad,True,False,False,True,False,False,False,False,False
3140,Liberia,True,False,False,False,False,False,False,False,False
1589,Algeria,False,False,False,False,False,False,False,False,False
5843,Uruguay,False,False,False,False,False,False,False,False,False
5369,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
404,Belgium,False,False,False,False,False,False,False,False,False
656,Belarus,False,False,False,False,False,False,False,False,False
550,Bahrain,False,False,False,False,False,False,False,False,False
2550,Ireland,False,False,False,False,False,False,False,False,False
2475,Indonesia,False,False,False,False,False,False,False,False,False
165,Argentina,False,False,False,False,False,False,False,False,False
5681,Türkiye,False,False,False,False,False,False,False,False,False
3717,Malta,False,False,False,False,False,False,False,False,False
2811,Japan,False,False,False,False,False,False,False,False,False
269,Australia,False,False,False,False,False,False,False,False,False
3902,Mauritania,False,False,False,False,False,False,False,False,False
2428,Haiti,False,False,False,False,False,False,False,False,False
1840,Fiji,False,False,False,False,False,False,False,False,False
1636,Egypt,False,False,False,False,False,False,False,False,False
879,Botswana,False,False,False,False,False,False,False,False,False
3509,Moldova,False,False,False,False,False,False,False,False,False
1412,Germany,False,False,False,False,False,False,False,False,False
5202,Slovakia,False,False,False,False,False,False,False,False,False
2936,Cambodia,False,False,False,False,False,False,False,False,False
1080,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
3778,Montenegro,True,True,False,True,False,False,False,False,False
372,Burundi,False,False,False,False,False,False,False,False,False
3763,Myanmar,False,False,False,False,False,False,False,False,False
4342,Pakistan,False,False,False,False,False,False,False,False,False
1232,Comoros,False,False,False,False,False,False,False,False,False
3848,Mozambique,False,False,False,False,False,False,False,False,False
1763,Ethiopia,True,False,False,True,False,False,False,False,False
3893,Mauritania,False,False,False,False,False,False,False,False,False
5079,Serbia,False,False,False,False,False,False,False,False,False
3115,Lebanon,True,False,False,True,False,False,False,False,False
451,Burkina Faso,True,False,False,True,False,False,False,False,False
2301,Guyana,False,False,False,False,False,False,False,False,False
4329,Pakistan,False,False,False,False,False,False,False,False,False
3530,Madagascar,False,False,False,False,False,False,False,False,False
5345,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
6004,Viet Nam,False,False,False,False,False,False,False,False,False
1176,Congo,False,False,False,False,False,False,False,False,False
3106,Lebanon,True,False,False,True,False,False,False,False,False
310,Austria,False,False,False,False,False,False,False,False,False
3008,South Korea,False,False,False,False,False,False,False,False,False
993,Chile,False,False,False,False,False,False,False,False,False
4813,Sudan,False,False,False,False,False,False,False,False,False
2845,Kazakhstan,False,False,False,False,False,False,False,False,False
916,Central African Republic,False,False,False,False,False,False,False,False,False
1237,Comoros,False,False,False,False,False,False,False,False,False
5364,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
386,Belgium,False,False,False,False,False,False,False,False,False
5877,United States of America,False,False,False,False,False,False,False,False,False
5333,Seychelles,False,False,False,False,False,False,False,False,False
2892,Kyrgyzstan,False,False,False,False,False,False,False,False,False
4326,Pakistan,False,False,False,False,False,False,False,False,False
633,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
1522,Denmark,False,False,False,False,False,False,False,False,False
5392,Chad,False,False,False,False,False,False,False,False,False
3784,Montenegro,True,False,False,True,False,False,False,False,False
303,Austria,False,False,False,False,False,False,False,False,False
4133,Netherlands,False,False,False,False,False,False,False,False,False
3782,Montenegro,True,False,False,True,False,False,False,False,False
6050,Samoa,True,True,False,False,False,False,False,False,False
4517,Poland,False,False,False,False,False,False,False,False,False
4853,Senegal,False,False,False,False,False,False,False,False,False
3715,Malta,False,False,False,False,False,False,False,False,False
5652,Tunisia,False,False,False,False,False,False,False,False,False
384,Belgium,False,False,False,False,False,False,False,False,False
4767,Rwanda,False,False,False,False,False,False,False,False,False
1098,Cameroon,False,False,False,False,False,False,False,False,False
2499,India,False,False,False,False,False,False,False,False,False
33,Angola,True,False,False,True,False,False,False,False,False
2977,Saint Kitts and Nevis,True,False,False,True,False,False,False,False,False
1425,Germany,False,False,False,False,False,False,False,False,False
1820,Finland,False,False,False,False,False,False,False,False,False
3774,Myanmar,False,False,False,False,False,False,False,False,False
519,Bulgaria,False,False,False,False,False,False,False,False,False
1635,Egypt,False,False,False,False,False,False,False,False,False
894,Botswana,False,False,False,False,False,False,False,False,False
4539,Poland,False,False,False,False,False,False,False,False,False
5614,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
5304,Eswatini,False,False,False,False,False,False,False,False,False
4032,Niger,False,False,False,False,False,False,False,False,False
274,Australia,False,False,False,False,False,False,False,False,False
941,Canada,False,False,False,False,False,False,False,False,False
5466,Thailand,False,False,False,False,False,False,False,False,False
3780,Montenegro,True,True,False,True,False,False,False,False,False
6011,Viet Nam,False,False,False,False,False,False,False,False,False
5847,Uruguay,False,False,False,False,False,False,False,False,False
1743,Estonia,False,False,False,False,False,False,False,False,False
4370,Panama,False,False,False,False,False,False,False,False,False
602,Bahamas,False,False,False,False,False,False,False,False,False
221,Armenia,False,False,False,False,False,False,False,False,False
5459,Thailand,False,False,False,False,False,False,False,False,False
2131,Guinea-Bissau,False,False,False,False,False,False,False,False,False
3298,Lesotho,False,False,False,False,False,False,False,False,False
3731,Malta,False,False,False,False,False,False,False,False,False
5770,Uganda,False,False,False,False,False,False,False,False,False
3126,Lebanon,False,False,False,False,False,False,False,False,False
4937,Sierra Leone,False,False,False,False,False,False,False,False,False
4457,Palau,True,False,False,False,False,False,False,False,False
2932,Cambodia,False,False,False,False,False,False,False,False,False
1711,Spain,False,False,False,False,False,False,False,False,False
1591,Algeria,False,False,False,False,False,False,False,False,False
628,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
1514,Denmark,False,False,False,False,False,False,False,False,False
4715,Russian Federation,False,False,False,False,False,False,False,False,False
4505,Papua New Guinea,False,False,False,False,False,False,False,False,False
1335,Cuba,False,False,False,False,False,False,False,False,False
6062,Samoa,False,False,False,False,False,False,False,False,False
877,Botswana,False,False,False,False,False,False,False,False,False
4730,Russian Federation,False,False,False,False,False,False,False,False,False
1676,Eritrea,False,False,False,False,False,False,False,False,False
5773,Uganda,False,False,False,False,False,False,False,False,False
3992,Malaysia,False,False,False,False,False,False,False,False,False
2402,Haiti,False,False,False,False,False,False,False,False,False
995,Chile,False,False,False,False,False,False,False,False,False
3236,Liechtenstein,True,False,False,False,False,False,False,False,False
193,Armenia,False,False,False,False,False,False,False,False,False
96,Andorra,True,False,False,True,False,False,False,False,False
6105,Yemen,False,False,False,False,False,False,False,False,False
3602,Mexico,False,False,False,False,False,False,False,False,False
4004,Namibia,False,False,False,False,False,False,False,False,False
3388,Luxembourg,False,False,False,False,False,False,False,False,False
5181,Suriname,False,False,False,False,False,False,False,False,False
3399,Latvia,False,False,False,False,False,False,False,False,False
1307,Costa Rica,False,False,False,False,False,False,False,False,False
325,Azerbaijan,False,False,False,False,False,False,False,False,False
